"군급","군급상태","명칭(한글)","명칭(영문)","주석(한글)","주석(영문)","포함(한글)","포함(영문)","제외(한글)","제외(영문)"
"6000","A","광섬유 재료,구성품,조립체 및 부속품","Fiber Optics Materials, Components, Assemblies, and Accessories","광섬유는 섬유를 통하여 다른 위치로 유도되는 광에너지의 기능을 기술하는데 사용되는 일반적인 용어이다. 이 그룹은 부품, 자재, 통신, 데이터 전송 또는 조명에 사용되는 장치와 같은 광섬유 품목을 포함한다. 그룹 65 ""내과, 치과 및 수의과용 장비 및 용품""에 적용되는 영상장치; 그룹 ""51""에 적용되는 수공구; 그룹 66 ""계기류 및 실험실 장비""에 적용되는 전기, 전자 및 광학기구는 제외된다","Note- Fiber Optics is a general term used to describe the function where optical energy (i.e., light/laser driven rays) is guided to another location through fiber(s). This group includes Fiber Optic items such as parts, materials and devices used for communications, data transmission, or illumination, Excludes Imaging devices under FSG 65 (medical); hand tools under FSG 51; and electrical, electronic and optical instruments under FSG 66 (instruments).","","","",""
"6004","C","회전 조인트","Rotary Joints","군급분류 6004는 050395 회전조인트로 취소됨. ","FSC 6004 CANCELLED ON 050395 Rotary Joints","","","",""
"6005","C","연결장치,분배 및 혼합형","Couplers, Splitters, and Mixers","FSC는 6005이며 050395 연결장치,분배 및 혼합형는 취소됨.","FSC 6005 CANCELLED ON 050395 Couplers, Splitters, and Mixers",".","","",""
"6006","C","감쇠기 ","Attenuators","FSC 6006은 050395 Attenuators에서 취소됨.","FSC 6006 CANCELLED ON 050395 Attenuators","* 전기","","",""
"6007","C","여과기","Filters","FSC 6007은  050395 여과기에서 취소됨.","FSC 6007 CANCELLED ON 050395 Filters","","","",""
"6008","C","광학 선택기","Optical Multiplexers/Demultiplexers","FSC 6008은  050395 멜티플렉서/디멜티플렉서에서 취소됨.","FSC 6008 CANCELLED ON 050395 Optical Multiplexers/Demultiplexers","","","",""
"6010","A","광섬유 전도체","Fiber Optic Conductors","이군급에는 대량의 분리된 섬유를 포함한다","Note-Included in this class are bulk discrete fibers.","","","",""
"6015","A","광섬유 케이블","Fiber Optic Cables","이 군급에는 일반적인 대량의 형태로 보호 외피를 가진 하나 이상의 광섬유 전도체를 포함한다. 전기 전도체/   케이블 및 보강재를 포함할 수 있다.","Note-Included in this class are one or more discrete fiber optic conductors with a common protective covering in bulk form. May include electrical conductors/cables and/or reinforcing material.","","","",""
"6020","A","광섬유 케이블 조립체 및 하니스","Fiber Optic Cable Assemblies and Harnesses","이 군급은 종단에 처리된 부속설비를 갖춘 하나 이상의 광섬유 전도체 및 케이블을 가진 통신 및 자료전송용  품목을 포함한다. 조명 및 영상자료 전송용 품목은 이 군급에서 제외한다.","Note-Included in this class are items used for communication and/or data transmission having one or more fiber optic conductors/cables with processed end(s) or terminated in fitting(s). Excluded from this class are items used for illumination and/or image transmission.","","","",""
"6021","A","광섬유 스위치","Fiber Optic Switches","이 군급은 광섬유 시스템상 라인 선택용 스위치가 포함된다","Note-Included in this class are switches used for line selection in fiber optic systems.","","","",""
"6025","C","광섬유송신기","Fiber Optic Transmitters","FSC 6025는  050395 광섬유송신기에서 취소됨.","FSC 6025 CANCELLED ON 050395 Fiber Optic Transmitters","","","",""
"6026","C","광섬유수신기","Fiber Optic Receivers","FSC 6026는 취소됨, 050395 광섬유수신기","FSC 6026 CANCELLED ON 050395 Fiber Optic Receivers","","","",""
"6029","C","광 중계기","Optical Repeaters","FSC는 6029이며 050395 광중계기는 취소됨.","FSC 6029 CANCELLED ON 050395 Optical Repeaters","","","",""
"6030","A","광섬유 장치","Fiber Optic Devices","이 군급은 광섬유 시스템에 사용되는 송신기, 수신기, 멀티플렉서, 디멀티플렉서, 변조기, 복조기, 자동중계장치, 감쇄기, 필터, 통합 광학회로 및 그 류와 같은 품목을 포함한다","Note-Included in this class are such items as transmitters, receivers, multiplexers, demultiplexers, modulators, demodulators, repeaters, attenuators, filters, integrated optical ciruuits, and the like, used in fiber optic systems.","","","",""
"6031","C","통합광학회로","Integrated Optical Circuits","FSC 6031는 취소됨.","FSC 6031 CANCELLED ON 050395 Integrated Optical Circuits","","","",""
"6032","A","광섬유 광원 및 광 검출기","Fiber Optic Light Sources and Photo Detectors","이 군급은 광섬유 시스템용 발광 다이오드 및 레이저 다이오드, 광 검출기를 포함한다","Note-Included in this class are light emitting and laser diodes and photo detectors used in fiber optic systems.","","","",""
"6033","C","광섬유 광 검출기","Fiber Optic Photo Detectors","FSC는 6033이며 050395 광섬유 광 검출기는 취소됨.","FSC 6033 CANCELLED ON 050395 Fiber Optic Photo Detectors","","","",""
"6034","C","광섬유 변조기/복조기","Fiber Optic Modulators/Demodulators","FSC 6034는 050395 Fiber Optic Modulators/Demodulators에서 취소됨.","FSC 6034 CANCELLED ON 050395 Fiber Optic Modulators/Demodulators","","","",""
"6035","A","광섬유 광전이 및 영상전이 장치","Fiber Optic Light Transfer and Image Transfer Devices","이 군급은 조명 및 영상 전송용 광섬유 장치를 포함한다. 통신 및 자료전송용 품목은 이 군급에서 제외한다  ","Note-Included in this class are fiber optic devices used for illumination and/or image transmission. Excluded from this class are items used for communication and/or data transmission.","","","",""
"6040","C","광섬유감지기","Fiber Optic Sensors","FSC 6040는 취소됨.","FSC 6040 CANCELLED ON 050395 Fiber Optic Sensors","","","",""
"6050","C","광섬유 수동소자","Fiber Optic Passive Devices","FSC 6050는 취소됨.","FSC 6050 CANCELLED ON 050395 Fiber Optic Passive Devices","","","",""
"6060","A","광섬유 상호연결기","Fiber Optic Interconnectors","이 군급은 커넥터, 분할기, 연결기, 회전 및 비회전 조인트, 스플리터, 혼합기 및 스플라이서 및 그 류와 같은 모든 종류의 광섬유 단자를 포함한다","Note-Included in this class are all types of fiber optic terminations, such as connectors, dividers, couplers, rotary and nonrotary joints, splitters, mixers and splicers and the like.","","","전기 커넥터","Excludes electrical connectors"
"6070","A","광섬유 부속품 및 공급품","Fiber Optic Accessories and Supplies","이 군급은 모드 스트리핑 재료, 인덱스 매칭 재료 및 기타  관련 공급품을 포함한다. 군급 5975 ""전기용 하드웨어 및 용품""에 분류되는 전기 및 광섬유 양쪽에 일반적으로 적용되는 철물류 및 공급품은 제외한다","Note-Included in this class are mode stripping materials, index matching materials and other related supplies. Excluded from this class are hardware and supplies common to both electrical and fiber optic applications which are classifiable on FSC 5975.","","","",""
"6080","A","광섬유 키트 및 세트","Fiber Optic Kits and Sets","이 군급은 광섬유 구성품으로만 구성된 키트 및 세트만을 포함한다; 광섬유 구성품 및 관련 부분품; 광섬유 구성품 및 관련도구; 광섬유 구성품, 관련 부분품 및 관련도구. 군급 5180 ""수공구 세트, 키트 및 용구""에 분류할 수 있는 공구키트 및 세트, 그룹 66 ""계기류 및 실험실 장비""에 분류할 수 있는 시험세트 및 기구, 기타 다른 군급에 적절히 분류할 수 있는 광섬유를 이용한 완성품 세트/장비는 이 군급에서 제외한다","Note-Included in this class are kits and sets which consist of fiber optic components only; fiber optic components and related parts; fiber optic components and related tools; or fiber optic components, related parts and related tools. Excluded from this class are tool kits and sets which are classifiable in FSC 5180; test sets/instruments classifiable in FSG 66; and end item sets/equipment utilizing fiber optic components which are classifiable in the applicable equipment FSC.","","","",""
"6099","A","기타 광섬유 구성품","Miscellaneous Fiber Optic Components","이 군급은 특정한 군급에 분류할 수 없는 광섬유 품목을 포함한다 (그룹 60 ""광섬유 재료, 구성품, 조립체 및 부수품"")","Note-Included in this class are fiber optic items which are not classifiable in a more specific class. (See the ""Note"" for FSG 60.)","","","",""
"6100","A","전선,전력 및 배전 장비","Electric Wire, and Power and Distribution Equipment","","","","","",""
"6105","A","전기모터","Motors, Electrical","","","","","엔진용 스타트 모터","Excludes Starting Motors for Engines."
"6110","A","전기제어장비","Electrical Control Equipment","","","접촉기; 모터 제어기; 동력 자동조종장치; 개폐기; 전압조절기","Includes Contactors; Motor Controllers; Power Servomechanisms; Switchgear; Voltage Regulators.","자동조종장치; 계전기; 저항기","Excludes Automatic Pilot Mechanisms; Relays; Resistors."
"6115","A","전기 발전기 및 발전기 세트","Generators and Generator Sets, Electrical","","","터빈 엔진, 풍력 및 수동 발전기 세트 및 보조 항공기 발전기","Includes Engine, Turbine, Wind, and Hand Driven Generator Sets and Auxiliary Aircraft Generators.","전동-변환기; 전동-발전기 세트; 엔진 발전기; 엔진 부수 발전기 [註] ⓐ전동-발전기:유도 전동기와 직류 발전기를 직결한 것","Excludes Motor-Converters; Motor-Generator Sets; Engine Generators; Engine Accessory Generators."
"6116","A","연료전지 전력장치,구성품 및 부속품","Fuel Cell Power Units, Components, and Accessories","이 군급은 화학반응인 산화-환원 형태로부터 직접적으로 전력을 생산하도록 설계된 품목을 포함한다. 완전한 전력장치는 탱크, 펌프 및 관련 통제장비를 포함해야 하며, 액체 또는 가스 연료 및 산화제의 연속적인 공급을 필요로 한다","Note-This class includes items that are designed to produce an electromotive force directly from an oxidation-reduction type of chemical reaction. A complete power unit must include tanks, pumps, and associated control equipment, and requires a continuous, uninterrupted supply of liquid or gaseous fuel and oxidizers.","완전기능 연료전지 전력장치; 연료전지; 연료전지 조립체 또는 모듈; 연료전지 반응실; 연료공급 기계장치; 전해제 가열기; 열 변환기; 이 군급에 분류되는 연료전지 전력장치와 함께 독점적으로 사용되는 기타 내부 구성품","Includes Complete Functioning Fuel Cell Power Units; Fuel Cells; Fuel Cell Assemblies or Modules; Fuel Cell Reactant Chambers; Fuel Feed Mechanisms; Electrolyte Heaters; Heat Exchangers; and other internal components peculiar to, and used exclusively on or with, Fuel Cell Power Units classified in this class.","1차 전지(군급 6135 ""비충전지""); 2차 전지(군급 6140 ""충전지""); 발전기 및 발전세트(군급 6115 ""전기 발전기 및 발전기 세트""); 및 군급분류번호에 의해 더욱 적절한 군급에 규정된 품목","Excludes Primary Batteries (FSC 6135); Secondary Batteries (FSC 6140); Generators and Generating Sets (FSC 6115); and items for which more suitable classes are specifically prescribed by the indexes and structure of the FSC."
