,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 
48823,23,SCP0078,1,15617,***,종이컵 등 245종 구매,물품,SCP,제8385부대,2021-04-30 10:30,G4B68,남부상사,NAMBUSANGSA,오승현,070-4496-1169,070-4496-1169,강원도 동해시 샘실3길12-0 (천곡동),88.093,"5,823,190"
48825,24,SCF0201,1,15595,***,물티슈 등 47종,물품,SCF,해군군수사령부,2021-04-30 10:30,G79B3,참조은,Cham,유진숙,055-544-0077,055-544-0077,"경상남도 창원시 진해구 천자로37-0 (이동, 동아기업)",88.025,"1,299,590"
48828,144,LGP0092,1,15614,***,21년 1차 축성도구 구매,물품,LGP,제1군수지원사령부,2021-04-30 10:30,C0438,대원상사,,김대화,335743030,033-574-3030,강원특별자치도 삼척시 중앙로 250-1(),88.014,"6,708,100"
48829,145,HCM0069,1,15590,***,21-04-140 PP스프링노트 등 5 품목,물품,HCM,공군교육사령부,2021-04-30 10:30,JCFB8,이트렌드,,이정배,7047890055,070-4789-0055,"경상남도 창원시 성산구 원이대로580번길3, 3층 346호(중앙동, GS25 용지점)",88.026,"11,902,760"
48839,30,EBB0076,2,5150,***,엘보우류,물품,EBB,지상공통전력운영계약팀,2021-04-29 11:00,IFADD,동진테크,,주진희,513281155,051-328-1155,부산광역시 사상구 낙동대로901번길25-38(감전동),88.133,"123,936,220"
48841,59,HCM0065,1,15387,***,"'21년 병사식당 천장, 배기후드/덕트 청소",물품,HCM,공군교육사령부,2021-04-29 11:00,J14E9,코리아드론 주식회사,,진종규,552751588,055-275-1588,경상남도 창원시 성산구 충혼로91-0 (두대동) 벤처창업관 5층 31호,88.016,"30,982,240"
48844,183,HCM0064,1,15366,***,21-137 캐리어빅파우치 1품목,물품,HCM,공군교육사령부,2021-04-29 11:00,FEE59,피앤에스,p&s,성기우,1055013502,010-5501-3502,"경상남도 창원시 성산구 중앙대로37, 519호 -5호(중앙동, 경남오피스텔)",88.012,"15,467,630"
48845,47,MDG0142,1,15172,***,서울지구병원 방충망 교체 설치납품,물품,MDG,국군의무사령부,2021-04-29 11:00,DF6EC,주식회사 부성이엔씨,Bu Seong  E and C,강동수,425843910,042-584-3910,대전광역시 중구 성산로19번길26-0 (안영동),88.351,"9,477,061"
48846,6,UMM0211,1,14886,***,(216126-E)예비군 무기진공포장박스 제조,물품,UMM,국군재정관리단,2021-04-29 11:00,IF0D8,신창가구,,장미향,031-543-4215,031-543-4215,경기도 포천시 가산면 마현4길1,88.025,"173,476,904"
48852,4,LGC0025,1,15409,***,영내 순찰로 보강 설치납품,물품,LGC,육군학생군사학교,2021-04-29 10:30,I8D7F,주식회사 아토,ATO,한순임,438485921,043-848-5921,충청북도 충주시 주덕읍 당우리길413-41,88.604,"35,390,800"
48856,68,MCN0019,1,15152,***,00부대 후생용품 구매,물품,MCN,국방부근무지원단,2021-04-29 10:30,H426D,다니엘기획,daniel,한만준,010-4582-1621,010-4582-1621,"서울특별시 강서구 곰달래로245-0 (화곡동), 2층 2-3호",88.012,"7,565,078"
48858,292,SCL0048,1,15344,***,제트스키 등 2종 구매,물품,SCL,해군사관학교,2021-04-29 10:30,JC8D6,전고스토어,,오인자,50207005016,050-20700-5016,전북특별자치도 전주시 완산구 견훤왕궁로59-1 (중노송동),88.0,"24,742,475"
48859,4083,LNC0003,1,15331,***,대대급 안전보호세트 구매,물품,LNC,제2067부대,2021-04-29 10:30,K75E3,대박,,이혜숙,010-5185-4878,010-5185-4878,"경기도 의정부시 녹양로86-15 (녹양동, 현대아파트) 102동305호",88.0,"22,238,900"
48860,1250,LCP0018,1,15174,***,'21년 장병 안전보호세트 구매,물품,LCP,육군항공사령부,2021-04-29 10:30,JB694,케이에스 굿딜,,민경숙,010-5386-0997,010-5386-0997,"경기도 용인시 수지구 문인로59, 111-1102(풍덕천동, 동아아파트)",88.0,"25,414,323"
48862,173,SCF0273,1,12214,***,휴대용 수중통화기세트 1종 구매,물품,SCF,해군군수사령부,2021-04-29 10:30,FA371,다원지앤피,dawongnp,박정환,7073376171,070-7337-6171,"경기도 안산시 상록구 안산천서로223-1, 4층 401호(월피동)",88.092,"35,329,800"
48864,99,SCF0274,1,8723,***,"분쇄기, 추진장약용(시약분쇄기) 구매",물품,SCF,해군군수사령부,2021-04-29 10:30,H0FD7,주식회사남동,주식회사남동,김재영,612770357,061-277-0357,전북특별자치도 무주군 무주읍 향학로27-1,88.014,"34,290,100"
48865,155,SCF0271,1,8637,***,"피스톤, 내연기관용 등 19종 구매",물품,SCF,해군군수사령부,2021-04-29 10:30,K50BB,주식회사 칼라투,,김동국,7070792933,070-7079-2933,"경기도 고양시 덕양구 중앙로558번길16-16, 308-A호(행신동, 능곡종합프라자)",88.005,"79,284,600"
48872,14,EBBE013,1,5060,***,"밴드,지지용",물품,EBB,지상공통전력운영계약팀,2021-04-28 14:00,J72A6,오승산업,,오세화,513114051,051-311-4051,부산광역시 사상구 학감대로252번길83 (주례동),88.627,"7,979,975"
48881,21,MCS0027,1,15215,***,에어콤프레샤 등 35종 구매,물품,MCS,국방부계룡대근무지원단,2021-04-28 11:00,E0F72,가람주식회사,garam,신혜영,428405115,042-840-5115,충청남도 계룡시 엄사면 번영로85-0  101호,88.27,"17,060,260"
48882,97,LFK0024,1,15190,***,21년 1연대 자산취득품목 구매,물품,LFK,육군종합군수학교,2021-04-28 11:00,JEF26,주식회사 해피리빙,,김민주,010-2695-7595,010-2695-7595,"강원특별자치도 춘천시 공지로43 (석사동, 극동아파트)102-302",88.164,"11,314,610"
48885,29,LFK0023,1,15186,***,21년 3연대 자산취득품목 구매,물품,LFK,육군종합군수학교,2021-04-28 11:00,H5C3C,유진시스템,YUJIN TRADING COMPANY,김인호,1089506267,010-8950-6267,"경기도 화성시 융건로182, 1층(배양동)",97.468,"8,145,500"
48886,20,LFK0022,1,15182,***,21년 2연대 자산취득품목 구매,물품,LFK,육군종합군수학교,2021-04-28 11:00,JE562,금강이엔씨,,임보라,1062644720,010-6264-4720,경상북도 경산시 압량읍 신촌길7길19-1,96.497,"11,125,480"
48888,116,LFK0020,1,15154,***,21년 2분기 자산취득품목 구매,물품,LFK,육군종합군수학교,2021-04-28 11:00,EACE1,주식회사 산수산업,SAN SU,곽수진,424882563,042-488-2563,대전광역시 서구 만년남로11번길 43(),88.054,"26,820,820"
48889,25,LFP0002,1,14617,***,모의분석 워크스테이션 구매,물품,LFP,육군보병학교,2021-04-28 11:00,D5A70,주식회사 혁찬,"Hyukchan Co., Ltd.",신동연,617220676,061-722-0676,"전라남도 순천시 해룡면 송산3길19, 1층",88.001,"23,248,460"
48890,44,HCL0034,1,14835,***,21-090 에어콘 등 5종,물품,HCL,공군사관학교,2021-04-28 11:00,AC13C,그린종합사무기,greeninfo,임근우,432777000,043-277-7000,충청북도 청주시 서원구 남이면 남석로326,88.002,"33,994,400"
48900,53,SCQ0073,1,15077,***,외장HDD 등 91종 구매,물품,SCQ,제9911부대,2021-04-28 10:30,K7364,아주,,민연자,7077865007,070-7786-5007,"경기도 평택시 청북읍 안청로4길17, 201호",88.031,"38,824,570"
48909,2,EBB0092,1,7422,***,"판류(제조, 일반)",물품,EBB,지상공통전력운영계약팀,2021-04-27 15:30,2157F,평화정밀,PYEONG HWA PRECISION Co.,조현배,051-941-8491,051-941-8491,부산광역시 강서구 미음산단3로120-0 (미음동),85.845,"196,600,000"
48911,46,EBB0031,2,460,***,오링 및 개스킷류,물품,EBB,지상공통전력운영계약팀,2021-04-27 14:00,K5681,시케이정밀,,최은혁,051-971-3664,051-971-3664,"부산광역시 강서구 녹산산업중로32-13, A동(송정동),",88.02,"136,182,000"
48916,144,HDG0022,1,14995,***,21-51 탄약관리비품 14종 구매,물품,HDG,공군제10전투비행단,2021-04-27 11:00,I1F31,주식회사 힌네엘엘예슈아티,Hine el yeshuati,한만웅,7089449185,070-8944-9185,"경기도 화성시 동탄첨단산업1로58, 920호 (영천동, 퍼스트코리아)",88.057,"15,079,880"
48927,23,HCC0034,1,14684,***,변압기 펄스용 등 3종 구매(21100),물품,HCC,해군제1수리창,2021-04-27 10:30,K5ACA,가나안상사,,김종훈,02-2631-8978,02-2631-8978,강원특별자치도 동해시 서동로721-6 (신흥동),88.131,"2,397,700"
48933,1634,HDR0006,1,14951,***,[21-방공관제사-18] 체온계 2품목(비접촉/고막),물품,HDR,공군방공관제사령부,2021-04-27 10:30,JFD50,케이(K) 마음,,김환수,1065075245,010-6507-5245,"대구광역시 달서구 조암남로16길20 (월성동, 월성동 코오롱 하늘채 아파트(2단지))202동1408호",88.0,"6,181,860"
48940,174,SCN0087,1,14712,***,스위칭 허브 등 220종,물품,SCN,제7001부대,2021-04-27 10:30,I3D1D,최고상사,CHOIGOSANGSA,최종련,1056721563,010-5672-1563,경상남도 창원시 진해구 태평로19 (태평동) 2,88.008,"40,830,600"
48944,104,SCF0153,1,13805,***,(긴급)개스킷 등 5종,물품,SCF,해군군수사령부,2021-04-27 10:30,JEBE3,조이스툴,,이나은,222784433,02-2278-4433,"서울특별시 서대문구 포방터2길24, 201호(홍은동)",88.012,"7,331,400"
48947,337,SCF0258,1,12297,***,플라스틱판 등 3종 구매,물품,SCF,해군군수사령부,2021-04-27 10:30,H15D0,주식회사 이음,EEUM,전병욱,222784433,02-2278-4433,서울특별시 서대문구 포방터2길24 (홍은동),87.997,"52,359,200"
48955,104,LHR0015,1,14655,***,21년 전장순환훈련용 더미 구매 납품,물품,LHR,육군 제37보병사단,2021-04-27 10:30,H1D92,주식회사 랩터스,"Raptors Co., Ltd.",김태호,7046400259,070-4640-0259,충청북도 청주시 흥덕구 원터로29번길33-0 (송절동),88.0,"23,050,500"
48970,2445,HCF0104,1,13609,***,인식표용 튜브 및 고무링 세트,물품,HCF,공군군수사령부,2021-04-27 10:30,J1FED,엠제이(MJ)인터내셔널,,정명희,1095156338,010-9515-6338,"경기도 부천시 옥길로80-0 (옥길동, 엘에이치옥길브리즈힐) 601-405",87.996,"22,092,850"
48972,22,HCC0035,1,14890,***,"알루미늄 합금판 등 18품목 구매(108,114,116)",물품,HCC,해군제1수리창,2021-04-27 10:30,IA3D9,크로바상사,CLOVASANGSA,정지현,010-9303-8197,010-9303-8197,"강원특별자치도 동해시 일출로16-1, 2층(발한동)",87.998,"4,990,900"
48980,250,LHG0016,1,14763,***,대대급 안전보호세트 구매 계약,물품,LHG,제1862부대,2021-04-26 11:00,J9B88,주식회사 스마트바이오,,최남규,7047723010,070-4772-3010,"강원특별자치도 원주시 오성마을길63-25 (단구동, 원주단구 내안애카운티 에듀파크 1단지) 201-245호",88.001,"27,603,400"
48982,3234,LHG0017,1,14777,***,전장순환용 더미 구매,물품,LHG,제1862부대,2021-04-26 11:00,A8783,(주)대용,"DAE YONG CO.,LTD.",이원재,522649501,052-264-9501,울산광역시 울주군 삼남면 방기가천로428-0 (15공장(주)대용),88.0,"27,543,000"
48987,1279,LNS0006,1,14357,***,예비군부대 방진방역물자 통합구매(방진복 등 3종),물품,LNS,제55보병사단,2021-04-26 11:00,HE179,중앙,jungang,김성경,010-2405-3340,010-2405-3340,경기도 양주시 부흥로1423번길7-12 (유양동),88.0,"43,415,790"
48988,39,UMM0241,1,12826,***,21-해-저격수 풍속계 등 4종 구매,물품,UMM,국군재정관리단,2021-04-26 11:00,H0FD7,주식회사남동,주식회사남동,김재영,612770357,061-277-0357,전북특별자치도 무주군 무주읍 향학로27-1,92.33,"272,017,380"
48991,155,SCL0047,1,14738,***,종이컵 등 211종 구매,물품,SCL,해군사관학교,2021-04-26 10:30,K3AF8,스마트무역,,박청원,010-9399-9799,010-9399-9799,"경상남도 창원시 진해구 천자로386, 107동 2703호(풍호동, 창원마린푸르지오1단지)",88.001,"9,616,000"
48994,15,SCF0256,1,14584,***,가위 등 53품목 구매,물품,SCF,해군군수사령부,2021-04-26 10:30,GA94F,성화종합상사,sunghwa,이애숙,518054447,051-805-4447,"경상남도 창원시 성산구 신촌로95-0 (신촌동, 동성임대아파트) 102-507",88.084,"1,007,000"
48998,24,SDG0024,1,14699,***,전기레인지 5EA,물품,SDG,제2002부대,2021-04-26 10:30,J8E96,제이알 인터내셔널(JR INTERNATIONAL),,윤지노,1064353678,010-6435-3678,"서울특별시 관악구 신림로44가길42, 201호(신림동, 한림빌라)",88.052,"1,300,000"
49001,74,LDH0412,1,14095,***,워키리프트,물품,LDH,육군종합정비창,2021-04-23 13:00,JBEFE,드림즈,,박미경,1046792856,010-4679-2856,"강원특별자치도 화천군 화천읍 옹기점길17-3, 103동 1401호(화천 건영 아모리움)",88.001,"23,358,000"
49012,223,SCN0066,2,12683,***,승용식 그린배토기 등 4종,물품,SCN,제7001부대,2021-04-23 10:30,AFD1A,(주)텍스코,"TEXKO CO.,LTD.",정종수,312163489,031-216-3489,경기도 용인시 기흥구 용구대로 1965SANGGAL MALL 2층 (주) 텍스코,96.621,"74,470,000"
49013,2018,SCF0255,1,14329,***,청소용 릴호스 1종 구매,물품,SCF,해군군수사령부,2021-04-23 10:30,IA3D9,크로바상사,CLOVASANGSA,정지현,010-9303-8197,010-9303-8197,"강원특별자치도 동해시 일출로16-1, 2층(발한동)",88.0,"18,380,800"
49017,329,SCF0252,1,14175,***,증류수생산기 1종 구매,물품,SCF,해군군수사령부,2021-04-23 10:30,K6AFB,케이위너스 주식회사,,김주연,7088098710,070-8809-8710,"경기도 고양시 일산동구 백석로86번길6-11, 101호(백석동)",88.001,"38,423,970"
49019,4,LKD0015,1,14176,***,육-00-0대대 21-1차 방탄조끼 등 2개품목 제조납품,물품,LKD,제32보병사단,2021-04-23 10:30,J57ED,마린산업,,강리화,010-5362-0419,010-5362-0419,"서울특별시 영등포구 대림로12가길8, 1층 101호 (대림동)",88.366,"16,706,596"
49020,29,LKM0007,1,14530,***,21년 부대운영자재 구매,물품,LKM,제2632부대,2021-04-23 10:30,IB274,호성,hosung,홍영순,1036721504,010-3672-1504,전북특별자치도 익산시 하나로1길15(금강동),88.0,"39,286,000"
49021,30,SCQ0071,1,14521,***,이지롱 등 114종 구매,물품,SCQ,제9911부대,2021-04-23 10:30,I3336,주식회사 인투바이오,IntoPharm,노종옥,315482053,031-548-2053,"경기도 용인시 처인구 금학로265번길5-6 (역북동) 1,2층",88.066,"27,375,000"
49022,219,MCT0030,1,14284,***,"배드민턴, 근대5종 운동용품 구매",물품,MCT,국군체육부대,2021-04-23 10:30,H8D53,비드커뮤니티,Bid Community,김병갑,062-457-5757,062-457-5757,광주광역시 서구 염화로40번길20 1동 512호,88.014,"5,888,730"
49023,24,MCT0031,1,14333,***,야구부 훈련용품(가방 등 6종),물품,MCT,국군체육부대,2021-04-23 10:30,D9EC2,(주) 에이스티앤아이,Ace T & Inc.,이광윤,031-872-9911,031-872-9911,"경기도 의정부시 경의로84-0 (의정부동, 삼성빌딩 7층)",88.054,"6,124,200"
49024,105,SCF0151,1,13737,***,"(긴급) 분무팁,노즐,연료 분사기용 등 3종 구매",물품,SCF,해군군수사령부,2021-04-23 10:30,J9673,선,,안영선,1054623830,010-5462-3830,울산광역시 남구 문수로435번길4 (신정동),88.003,"17,416,180"
49026,129,SCF0149,1,13735,***,"(긴급) 고정물,전등용 등 3종 구매",물품,SCF,해군군수사령부,2021-04-23 10:30,HD21A,강일에스티,kangil st,홍미수,7082864799,070-8286-4799,"경기도 화성시 봉담읍 수영로82번길4, 203동 1401호 (한울마을 신창비바패밀리2단지)",87.997,"14,889,800"
49031,4,EBB0071,1,6602,***,"호이스트, 체인식",물품,EBB,지상공통전력운영계약팀,2021-04-22 14:00,F17CB,대창마린테크(주),"Daichang Marine Tech CO., LTD",김효성,518326078,051-832-6078,부산광역시 강서구 화전동화전산단5로 106,85.363,"61,800,000"
49035,7,EBB0063,1,0950B,***,고속단정(해병대용 및 해군용),물품,EBB,지상공통전력운영계약팀,2021-04-22 11:00,B437B,주식회사 우남마린,"WOONAM MARINE CRAFT CO., LTD.",김한준,553318959,055-331-8959,경상남도 김해시 상동면 동북로473번길14-23,91.157,"750,124,000"
49038,6,MCX0024,1,14271,***,분말소화기 등 12종 구매,물품,MCX,자운대근무지원연대,2021-04-22 11:00,K2E2D,상원HCC,,정지영,425250497,042-525-0497,"대전광역시 서구 대덕대로83-36 ,2층(갈마동)",97.667,"4,126,564"
49042,241,SFH0058,1,14344,***,무릎보호대 등 593품목 구매,물품,SFH,제9196부대,2021-04-22 11:00,JF840,제이알,,김미례,1024413678,010-2441-3678,"충청남도 아산시 탕정면 용머리길82, 1006-2호",87.996,"99,729,950"
49044,215,SFH0056,1,14294,***,루프혼 어셈블리 등 108품목 구매,물품,SFH,제9196부대,2021-04-22 11:00,F325A,한솔조경&청소용역,hansollandscape&cleaning,김락송,324235030,032-423-5030,"인천광역시 동구 제물량로341번길27, 2층 (앞쪽)(만석동)",87.996,"70,652,740"
49047,50,LGI0041,1,13346,***,'21년 정비취사 피복 납품(취사피복),물품,LGI,제3군수지원여단,2021-04-22 11:00,J2561,썸메이드 주식회사,,이형인,02-2273-5833,02-2273-5833,"서울특별시 동대문구 사가정로238-4 (장안동), 3층",88.005,"108,030,000"
49050,127,HCF0051,2,9425,***,"교정기, 전력용",물품,HCF,공군군수사령부,2021-04-22 10:30,H0FD7,주식회사남동,주식회사남동,김재영,612770357,061-277-0357,전북특별자치도 무주군 무주읍 향학로27-1,93.518,"63,442,100"
49051,1567,SCF0251,1,8573,***,해군기 4호 게양기 등 12종 구매,물품,SCF,해군군수사령부,2021-04-22 10:30,K0CFB,리치세리네,,배혜림,1025465017,010-2546-5017,"충청남도 천안시 서북구 불당23로13 (불당동, 불당이안) 502동 1103호",88.001,"11,424,000"
49052,107,SCK0055,1,14345,***,CD보관함 등 97종 구매,물품,SCK,해군교육사령부,2021-04-22 10:30,K8BB4,주식회사 대경코리아,,조민구,7078581122,070-7858-1122,경상남도 창원시 의창구 원이대로271 (봉곡동) 3층 314-C호,88.153,"7,649,630"
49058,632,MHP0011,1,13812,***,유가족 DNA시료채취 키트 제작 구매,물품,MHP,국방부유해발굴감식단,2021-04-22 10:30,I2F28,주식회사 신일관리,SHINIL,이준우,070-4800-5551,070-4800-5551,"서울특별시 송파구 새말로8길23, 301호 (문정동)",88.0,"48,543,460"
49061,98,SCF0146,1,13658,***,"(긴급) 냉각코일,공기식,통기관형 1종",물품,SCF,해군군수사령부,2021-04-22 10:30,K29E5,디디인터내셔널,,황윤섭,1020467530,010-2046-7530,인천광역시 부평구 열우물로90-0 (십정동) 109동 23층 4호(더샵부평센트럴시티),88.076,"14,081,530"
