입찰명,발주기관코드,발주기관,카테고리
표면오염도검사기 등 2종 구매,HCF,공군군수사령부,미분류
출동용박스 구매,SFM,제3170부대,미분류
표적지 구매(폼타켓),MCT,국군체육부대,미분류
옷장 체스터 잠금장치수선 등 13종,SCF,해군군수사령부,미분류
전동기-회전속도계 발전기 1종,SCF,해군군수사령부,미분류
"허브,몸체용 1종",SCF,해군군수사령부,미분류
냉난방기(30평형)1대 구매,SCQ,제9911부대,미분류
"작동기,유압식 등 3종 구매(19-91)",SDQ,해군제2수리창,미분류
근대5종 훈련용품(펜싱칼 등 8종),MCT,국군체육부대,미분류
농구부 훈련용품(농구화 등 2종),MCT,국군체육부대,미분류
00보급대대 화재 피해장비 구매(전동지게차 등 3품목),LBA,제 2167부대,미분류
이동식부스 4점(19-229),HDC,공군제1전투비행단,미분류
오일 실 허브 인너 등 352종,HCF,공군군수사령부,미분류
계룡대 문자동보시스템 성능 개선사업,MDF,국군지휘통신사령부,미분류
파워그립플러스등4종 구매,LDH,육군종합정비창,미분류
교량가설단정 제어장치조립체2종 구매,LDH,육군종합정비창,미분류
교량가설단정 핸드빌지 구매,LDH,육군종합정비창,미분류
장갑전투도자 시일링등2종 구매,LDH,육군종합정비창,미분류
다목적굴착기 로드 구매,LDH,육군종합정비창,미분류
교량가설단정 리벳등9종 구매,LDH,육군종합정비창,미분류
FAN ASSEMBLEY(SF-2SS) 등 2종 2점,SCU,해군 기동함대사령부,미분류
비누 등 114품목 구매 납품,SFD,제9227부대,미분류
널빤지 등 146품목 구매 납품,SFL,제3283부대,미분류
Double-A 복사용지 등 527종,SCU,해군 기동함대사령부,미분류
바디드라이어 등 3종,SCU,해군 기동함대사령부,미분류
폐쇄망 이미지제작 SW 라이선스 1년 연장 구매,UAC,국방출판지원단,미분류
멀티탭 등 763품목 구매,SFG,제9181부대,미분류
1층 침대 등 2종 구매,SCR,해군제3함대사령부,미분류
쇼파 구매,SCR,해군제3함대사령부,미분류
도어락 등 189종,HCF,공군군수사령부,미분류
체단기구(바벨 등 7종) 구매,SCK,해군교육사령부,미분류
복사용지 등 50종,SCF,해군군수사령부,미분류
4분기 발간재료 구매,MDS,제3707부대,미분류
QUADCON 구매,SFM,제3170부대,미분류
세탁기 구매,SFC,제9691부대,미분류
빔 프로젝트 램프 등 27품목 구매,SFC,제9691부대,미분류
24시간 혈압감시장치 구매,SCF,해군군수사령부,미분류
대잠립 충격흡수형 폼 분리형 튜브 6SE 구매,SCF,해군군수사령부,미분류
"구두약 30,000EA 구매",SCF,해군군수사령부,미분류
종합측량기 2대 구매,SCF,해군군수사령부,미분류
(육성) '19년도 지역방위작전 전투배낭 구매,LKH,제6128부대,미분류
"대대급 체력단련 기구 구매(덤벨,바벨,정리대)",LGS,육군 제8군단,미분류
107호 노후 냉난방기 교체 설치납품,LGS,육군 제8군단,미분류
3분기 정보통신운영용품 구매,LGP,제1군수지원사령부,미분류
지휘통제실 화면 전시체계(비디오월) 설치 납품,LFP,육군보병학교,미분류
(19-0224)알루미늄 프로파일외 19품목 구매,HDM,공군제17전투비행단,미분류
(19-1148)LAMP외 3품목 구매,HDM,공군제17전투비행단,미분류
19-방공관제사-84(309대대 발전기 500kw),HDR,공군방공관제사령부,미분류
공기호흡기 용기 안전충전함(4구형),MDN,국군화생방방호사령부,미분류
초저온 냉동고 구매,MDN,국군화생방방호사령부,미분류
한빛부대 예초기 등 18종 구매,LCF,육군군수사령부,미분류
한빛부대 각재 제재목 등 7종 구매,LCF,육군군수사령부,미분류
간이소화기 구매 납품,SFD,제9227부대,미분류
냉장고 등 6종 구매(19-19),HDG,공군제10전투비행단,미분류
19-디지털 포렌식 체계 도입사업(리스물건),UMM,국군재정관리단,미분류
와이어 등 5품목,HCC,해군제1수리창,미분류
세탁기 13대 구매,SCP,제8385부대,미분류
바라클라바 1종,SCF,해군군수사령부,미분류
니트릴장갑 등 128종,SCG,해군본부,미분류
페브리즈 등 93종 구매,SDF,제5738부대,미분류
지문인식기 구매(설치조건),SFM,제3170부대,미분류
독감백신,SCN,제7001부대,미분류
아령 등 24종 구매,SCQ,제9911부대,미분류
19-280 전기 저항계,HCQ,공군제5공중기동비행단,미분류
제본표지 등 279종 구매,SDF,제5738부대,미분류
[작-19-029]트로피등 7품목구매,HCK,공군작전사령부,미분류
보안 및 출입설비 구매 설치,MCM,4284부대,미분류
[작-19-029]트로피등 7품목구매,HCK,공군작전사령부,미분류
19-방공관제사-88(307대대 전원공급기 세트),HDR,공군방공관제사령부,미분류
Line Lazer 등 4종 구매,MCX,자운대근무지원연대,미분류
소니 4K 캠코더 등 14종 구매 설치,MDQ,국군의무학교,미분류
접이식들 것 등 2품목 구매 납품,SFL,제3283부대,미분류
713사업 구축,MDS,제3707부대,미분류
자동염기서열분석기 구매,NIT,국방부조사본부,미분류
기상관측장비 등 2종,MFK,제9912부대,미분류
713사업 구축,MDS,제3707부대,미분류
와이어 스트리퍼 등 279종 구매(19-90),SDQ,해군제2수리창,미분류
00지역 군숙소 완강기 설치납품,LMG,제6군단사령부,미분류
표적호 방호판 구매납품,LPM,제9보병사단사령부,미분류
편집용 위크스테이션 등 2종(19-227),HDC,공군제1전투비행단,미분류
00부대 TPS실 UPS 베터리 교체,DSS,국군제1068부대,미분류
치약 등 2종 구매,SFM,제3170부대,미분류
코팅필름 등 621종 구매,SCQ,제9911부대,미분류
형광등 안정기 1등용 등 16종,SCQ,제9911부대,미분류
공기통 등 2종,SCN,제7001부대,미분류
해군 동판 머그컵 등 3종,SCG,해군본부,미분류
멸균글러브 등 119종 구매,SDF,제5738부대,미분류
전자저울(100kg) 1품목 구매(물자),LCF,육군군수사령부,미분류
보존식용기 1품목 구매(물자),LCF,육군군수사령부,미분류
교량가설단정 전동기 구매,LDH,육군종합정비창,미분류
스티카비닐등3종 구매,LDH,육군종합정비창,미분류
상황실 전시체계 구축(20196286-D),UMM,국군재정관리단,미분류
진동식 롤러 구매(20199196-D),UMM,국군재정관리단,미분류
에어컨 등 2종 구매/설치,SCR,해군제3함대사령부,미분류
농구대 등 2종,SCH,해군작전사령부,미분류
유격목봉 등 4종,SCH,해군작전사령부,미분류
물류관리라벨 등 64종,SCH,해군작전사령부,미분류
크레오신티외용액 등 50항목 구매(해파),LCF,육군군수사령부,미분류
DC클리너 구매,LDH,육군종합정비창,미분류
종교행사용 TV 구매(20196283-B),UMM,국군재정관리단,미분류
19-해병대 기반체계 보강(20198225-A),UMM,국군재정관리단,미분류
19-잉크카트리지 등 417종 구매,UMM,국군재정관리단,미분류
패킹 등 2항목 구매(궤도),LCF,육군군수사령부,미분류
에어컨 구매,SCP,제8385부대,미분류
무재해간판 등 1종,SCF,해군군수사령부,미분류
라텍스 글러브 등 34종,SCF,해군군수사령부,미분류
종이박스 등 19종,SCF,해군군수사령부,미분류
과학화 경계 시스템 물품 구매(SSD 500GB),LHM,제15보병사단,미분류
19-271 보온테이프 등 72종,HCQ,공군제5공중기동비행단,미분류
아령거치대 등 48종 구매,SCQ,제9911부대,미분류
00부대 증평지역 주거시설 방문철거 및 설치용역,LHR,육군 제37보병사단,미분류
미세먼지 황사마스크 등 1001종 구매,SCQ,제9911부대,미분류
기능실 시청각 장비 구매/설치,LQH,제3697부대,미분류
복사지 등 61종 구매,SCP,제8385부대,미분류
걸캅스 등 234종 구매,SCR,해군제3함대사령부,미분류
오리콘 접촉자세트등25종 구매,LDH,육군종합정비창,미분류
학군단복,EHD,물자계약팀,미분류
육성지원 전투물자(우의 등 6종) 구매,LPF,제51보병사단,미분류
19-3 한빛 15톤 노부스 에어크리너 51항목 구매(해파),LCF,육군군수사령부,미분류
19년 연막탄 발사대,EKA,기동총괄계약팀,미분류
복싱등 5종목 운동용품(스포츠테이프 등 18종),MCT,국군체육부대,미분류
컷팅 심스탁 등 34종 구매,SDF,제5738부대,미분류
유선마우스 등 527종 구매,SCQ,제9911부대,미분류
복사기 토너 등 14종 구매,SCI,제9121부대,미분류
00부대 앰프 장비 설치납품,LNT,제28보병사단,미분류
바닥청소기 등 6종 구매,SCQ,제9911부대,미분류
19-310 알류미늄 방열기 등 36종,HCL,공군사관학교,미분류
주강 1종,SCF,해군군수사령부,미분류
19-310 알류미늄 방열기 등 36종,HCL,공군사관학교,미분류
전기장발생기 1EA,HDQ,제20전투비행단,미분류
무정전 전원장치 등 2종,HDQ,제20전투비행단,미분류
전원공급기 2EA,HDQ,제20전투비행단,미분류
얼굴인식카메라 등 4종,HDQ,제20전투비행단,미분류
감정재료 구매,NIT,국방부조사본부,미분류
세탁기 구매 납품,SFL,제3283부대,미분류
견인부목 등 3종,MDQ,국군의무학교,미분류
복사용지 등 668품목 구매,SFG,제9181부대,미분류
(19-0214)전단기 구매,HDM,공군제17전투비행단,미분류
남성용 5부 수영복 등 2종 구매,SCK,해군교육사령부,미분류
"패킹,성형식 등 20종",SCF,해군군수사령부,미분류
개스킷 등 5종,SCF,해군군수사령부,미분류
19-5차 운영용품 구매,LMR,제5군단사령부,미분류
제빙기 2개 구매,SCK,해군교육사령부,미분류
멀티탭 6구 등 46종 구매,SCQ,제9911부대,미분류
함장실 쇼파 수선 등 24종,SCF,해군군수사령부,미분류
피로방지매트 등 9종 구매,HDP,공군제19전투비행단,미분류
자동화창고관리체계 주전산기 및 DBMS 구매 리스,UMM,국군재정관리단,미분류
방탄복 3형(조끼) 등 2품목 구매(20196159-F),UMM,국군재정관리단,미분류
00부대 전시체계 구축(리스물건)(20196266-B),UMM,국군재정관리단,미분류
세탁기 구매,SFH,제9196부대,미분류
체력단련 기구 구매(고무아령 외),LHF,제1607부대,미분류
진급 및 승진장군 장구류 구매,LCG,육군본부,미분류
컴팩트형광램프 등 139종,HCF,공군군수사령부,미분류
월동준비자재 구매,LMP,제3보병사단,미분류
탁구대 등 9종,SDG,제2002부대,미분류
세탁기 등 2종 구매,MCS,국방부계룡대근무지원단,미분류
19-246 비험검사 전자식 데오드라이트,HCQ,공군제5공중기동비행단,미분류
수정테이프 등 23종 구매,SCR,해군제3함대사령부,미분류
멸균증류수 등 102품목 구매,SFC,제9691부대,미분류
무정전전원공급장치 구매,SCP,제8385부대,미분류
응급처치용 개인가방 등 42항목 구매(해파),LCF,육군군수사령부,미분류
자동차 에어컨 냉매충전기 구매,HCF,공군군수사령부,미분류
전자제품 구매 설치,MDS,제3707부대,미분류
먼지털이용 공기압축기 설치 납품,LPC,제25보병사단,미분류
지형정보제작(노후장비) 플로터 구매,MDR,제9965부대,미분류
에어컨 등 3종 구매,MCX,자운대근무지원연대,미분류
(19-146) 압축기 유니트(왕복식),HDN,공군제18전투비행단,미분류
00부대/U3 노후 LAN 교체사업(리스물건)(20197149-C),UMM,국군재정관리단,미분류
보존식냉동고 등 2종 구매,SFM,제3170부대,미분류
육성-음성 및 진천지역 지역방위작전 전투배낭 구매,LHR,육군 제37보병사단,미분류
매트지 등 4종,SCG,해군본부,미분류
회로카드 조립체 1종,SCF,해군군수사령부,미분류
바 등 3품목,HCC,해군제1수리창,미분류
"감지소자,화재탐지장치용 등 3종",SCF,해군군수사령부,미분류
"송신기,유량용 등 3종",SCF,해군군수사령부,미분류
19년 소방시설 종합정밀점검 용역계약 의뢰,LGD,육군종합행정학교,미분류
알루미늄 판 등 9종 구매(19-89),SDQ,해군제2수리창,미분류
군용 화일 32절 등 308종 구매(19-88),SDQ,해군제2수리창,미분류
방열기 자재 구매,LHF,제1607부대,미분류
복사용지 등 384품목 구매,SEE,제9해병여단,미분류
런닝머신 등 11종 구매,SCF,해군군수사령부,미분류
초음파진단기 사단용 구매,SCF,해군군수사령부,미분류
회로카드조립체 1식 4점 구매,SCF,해군군수사령부,미분류
회로카드조립체 칩세라믹커패시터50종 구매,LDH,육군종합정비창,미분류
화상회의체계 구축 사업(리스 물건)(20196238-C),UMM,국군재정관리단,미분류
펜치 등 130품목 구매,SFH,제9196부대,미분류
대용량 냉난방기 등 6품목 구매,SFG,제9181부대,미분류
플레이트 등 143종,HCF,공군군수사령부,미분류
장병 체력단련기구(덤벨 등 3품목) 구매,LNT,제28보병사단,미분류
포토용지 등 61품목 구매,SFC,제9691부대,미분류
프로디아민 액상수화제(농약) 등 2품목 구매,SFC,제9691부대,미분류
노출형 유도로등 등 6종 구매,SDF,제5738부대,미분류
섀클 3종 구매,SCF,해군군수사령부,미분류
"변환기, 신호자료용 등 3종 구매",SCF,해군군수사령부,미분류
씽크대 교체설치납품,MDR,제9965부대,미분류
장병 체력단련기구(덤벨 등 3품목) 구매,LNT,제28보병사단,미분류
19년 장병 체력단련기구 구매(복지기금),LKT,제1989부대,미분류
먼지털이용 공기압축기 설치납품,LGR,제1288부대,미분류
세프라겐 캡슐 1품목 구매(물품),LCF,육군군수사령부,미분류
(19-0204)브라켓외 11품목 구매,HDM,공군제17전투비행단,미분류
검독수리-B Batch-I 후속함(13~16번함) 건조,EMA,함정총괄계약팀,미분류
헬리코일인서트등43종 구매,LDH,육군종합정비창,미분류
아질산나트륨등2종 구매,LDH,육군종합정비창,미분류
공기압축기 구매(19-17),HDG,공군제10전투비행단,미분류
19-09-258 (메쉬휀스 등 3종 구매),HDL,공군제16전투비행단,미분류
19-간부숙소 전자도어락 구매 설치,UMM,국군재정관리단,미분류
