참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,군 분류,군수품분류
2,LGP0001,1,458,1,'18년 설날 경축특식 구매,물품,LGP,제1군수지원사령부,2018-01-16 11:00,HAFD0,와이상사,Y상사,윤동일,1063356140,1063356140,010-6335-6140,"경기도 안양시 동안구 벌말로66, 제11층 제비-에프 1103호(관양동, 평촌역 하이필드)",99.3472,"1,455",육군,
4,HDQ0002,2,679,1,LPG구매 계약(작전지원과),물품,HDQ,제20전투비행단,2018-01-16 11:00,F6928,주식회사 에이치비에너지,HB energy,윤길숙,316685177,316685177,031-668-5177,경기도 평택시 진위면 진위로119-0,54.1102,896,공군,2종-통신물자
5,LCN0003,1,416,***,18년 생도증식(건포도 등 146종) 구매,물품,LCN,육군사관학교,2018-01-16 10:30,H195F,주식회사 경기유통형 마을기업,"gyeonggi distribution Co, Ltd.",박명분,031-8059-0006,031-8059-0006,031-8059-0006,"경기도 화성시 향남읍 행정죽전로1길33,  1층",90.2836,"188,339,800",육군,
2,SCF0003,1,739,***,정수기(2대) 임차 용역,물품,SCF,해군군수사령부,2018-01-16 10:30,G312A,아쿠아닥터,aquadoctor,하태광,051-723-6573,051-723-6573,051-723-6573,"경상남도 창원시 마산합포구 완월남로45-0 (완월동, 청구제네스아파트)106-1501",88.9835,"3,055,360",해군,
71,LCN0004,1,947,***,1분기 교육재료 구매,물품,LCN,육군사관학교,2018-01-16 10:30,EC1D9,보아스샵,boazshop,인월교,02-475-8880,02-475-8880,02-475-8880,서울특별시 강동구 올림픽로71길18-20 (천호동),88.0686,"29,445,440",육군,2종-병참물자
9,SCP0004,1,783,***,세탁기 구매,물품,SCP,제8385부대,2018-01-16 10:30,I3D1D,최고상사,CHOIGOSANGSA,최종련,1056721563,1056721563,010-5672-1563,경상남도 창원시 진해구 태평로19 (태평동) 2,88.1355,"28,498,300",해군,
82,SCF0002,1,772,***,콘솔 의자 수선 1종,물품,SCF,해군군수사령부,2018-01-16 10:30,F2CAB,모양방,moyangbang,김순자,02-533-0788,02-533-0788,02-533-0788,경기도 포천시 가산면 정교3길54-40,88.0189,"4,602,400",해군,
20,UAZ0001,1,603,***,"18-00대학교 연간 도서구매(약 4,000권 이상)",물품,UAZ,합동군사대학교,2018-01-16 10:30,H9E4F,예그리나,Yegrina,진선아,010-5704-8171,010-5704-8171,010-5704-8171,대전광역시 서구 계룡로354번길128-8 (갈마동),90.1062,"72,408,362",기타,
147,SFG0007,1,622,***,간식류 등 6품목,물품,SFG,제9181부대,2018-01-16 10:30,GADBC,캠핑아미고,campingamigo,심형섭,7077880896,7077880896,070-7788-0896,"경기도 양주시 옥정동로10 (옥정동, e편한세상 옥정 메트로포레)1923동2003호",87.9955,"147,209,100",해병,
169,SFG0006,1,576,***,음료류 등 7품목,물품,SFG,제9181부대,2018-01-16 10:30,H876C,이에이치서비스,EHservice,이인원,010-5188-4628,010-5188-4628,010-5188-4628,"경기도 성남시 분당구 서현로210번길1, 405호(서현동,보람코아)",88.015,"147,047,000",해병,
84,SFG0005,1,573,***,빵류 등 6품목,물품,SFG,제9181부대,2018-01-16 10:30,I1FCD,럭키상사,lucky,이재실,010-5171-5170,010-5171-5170,010-5171-5170,경기도 남양주시 퇴계원면 퇴계원로141-0 (신별내 퇴계원 어울림),88.0059,"147,515,860",해병,
2,SFG0008,1,559,***,떡류 등 21품목,물품,SFG,제9181부대,2018-01-16 10:30,H5331,주식회사해피21세기,HAPPY21C,이숙희,031-977-7729,031-977-7729,031-977-7729,경기도 고양시 일산동구 성현로377번길63-13 (문봉동),91.3909,"234,875,180",해병,
11,HDP0004,1,672,***,"중원,은성회관 식자재(가다랑어포 등 492종)구매",물품,HDP,공군제19전투비행단,2018-01-15 14:30,B97CB,주식회사 신세계푸드,ShinsegaeFood,강승협,233976112,233976112,02-3397-6112,"서울특별시 성동구 성수일로56, 4층~7층 (성수동2가)",83.345,"494,073,000",공군,
1,LMS0253,1,51114,***,파병부대 끌기식 가방 구매,물품,LMS,제7789부대,2018-01-15 14:00,E10AE,해성스포츠,hae sung sports,정광수,02-2279-2445,02-2279-2445,02-2279-2445,"서울특별시 송파구 충민로10, A동 7층 18호(문정동, 가든파이브툴)",88.0539,"14,616,000",육군,
2,MCD0091,1,49428,***,군종신앙도서 성경 제작 구매,물품,MCD,국방부(운영지원과),2018-01-15 14:00,A5717,유한회사 성서원,bible house,김영진,27650011,27650011,02-765-0011,경기도 고양시 덕양구 덕은로60-12 (덕은동),,"140,170,800",국방부직할,2종-병참물자
1,LMS0255,1,51257,***,파병부대 메기식 가방 등 0종 구매,물품,LMS,제7789부대,2018-01-15 14:00,H31A5,아스날(Arsenal)0724,arsenal0724,박정경,010-8931-4251,010-8931-4251,010-8931-4251,서울특별시 양천구 남부순환로284 (신월동),96.427,"28,370,000",육군,
1,LMS0252,1,51240,***,파병부대 춘추운동복 등 0종 구매,물품,LMS,제7789부대,2018-01-15 14:00,G2376,주식회사 린코리아,RYN KOREA,장현기,25016160,25016160,02-501-6160,서울특별시 동대문구 답십리로64길75-0 (장안동) 화성빌딩 2층,95.5133,"46,001,000",육군,
1,LMS0251,1,51238,***,파병부대 운동화 등 0종 구매,물품,LMS,제7789부대,2018-01-15 14:00,BAC9C,태능프로스펙스,,김승철,29734876,29734876,02-973-4876,서울특별시 중랑구 숙선옹주로 5(),93.5305,"36,900,000",육군,
6,HCF0001,1,281,***,약품포장기 전자동식 구매,물품,HCF,공군군수사령부,2018-01-15 11:00,F38B4,태린메디칼 주식회사,Taerin Medical Inc,김민균,031-347-0888,031-347-0888,031-347-0888,경기도 군포시 번영로497(산본동 금화프라자) 502호,78.9026,"19,250,000",공군,
551,LCH0001,1,536,***,체력단련장 기념품(골프공 세트) 구매,물품,LCH,특수전사령부,2018-01-15 11:00,G1DAB,해듬,HAEDUM,권주현,1084011323,1084011323,010-8401-1323,"인천광역시 옹진군 영흥면 영흥북로412,나동 101호",88.0052,"30,440,800",육군,
3,LKD0004,1,568,1,18년 예비군 도시락 제조납품(2권역 단가계약),물품,LKD,제32보병사단,2018-01-15 11:00,EE943,주식회사행복담은네모,happy cube.corp,곽호근,432687500,432687500,043-268-7500,충청북도 청주시 흥덕구 1순환로614번길12 (봉명동),100.0,"6,000",육군,
14,HCF0003,1,285,***,수질분석기 등 2종 구매,물품,HCF,공군군수사령부,2018-01-15 11:00,B7F8E,한스메디칼,HANS MEDICAL,한재희,031-346-3093,031-346-3093,031-346-3093,"경기도 군포시 번영로514, 601호(금정동)",64.2612,"25,600,000",공군,
5,HCF0002,1,284,***,수술등 입식 등 2종 구매,물품,HCF,공군군수사령부,2018-01-15 11:00,D01DF,(주)도원씨앤씨,Dowon cnc,김경호,613711190,613711190,061-371-1190,전라남도 화순군 화순읍 만연중앙길19,94.3484,"24,400,000",공군,
267,MCT0001,1,682,***,18-1차 훈련용품(스프츠테이프 등 18종) 구매,물품,MCT,국군체육부대,2018-01-15 10:30,B454B,진영상사,,전옥순,02-541-9584,02-541-9584,02-541-9584,서울특별시 서초구 신반포로43길23-14 (잠원동) 재산빌딩 402호,88.382,"12,805,000",기타,
8,LFN0004,1,698,***,18-1학기 생도 교과서(외국원서)구매,물품,LFN,육군3사관학교,2018-01-15 10:30,H5BB3,대풍,DAE POONG,손득진,054-927-4401,054-927-4401,054-927-4401,경상북도 영천시 완산중앙2길8 (완산동),88.6358,"11,245,090",육군,
6,HDP0002,1,563,***,중원 은성회관 육류(오리고기등 53종) 구매,물품,HDP,공군제19전투비행단,2018-01-12 14:30,D392C,주식회사푸드라인,foodline,박수식,432761100,432761100,043-276-1100,충청북도 청주시 흥덕구 덕암로113번길 32(),83.7043,"213,753,550",공군,
7,MDD0004,1,586,***,7차 의약품 수시품목 구매,물품,MDD,국군수도병원,2018-01-12 12:00,BA470,서울의약 주식회사,"Seoul medicines Co., Ltd.",이명순,29213763,29213763,02-921-3763,"서울특별시 성북구 돌곶이로154(장위동), 4층",89.1154,"39,300,000",기타,
2,LMZ0005,3,45140,1,18년 생일자 케이크 제조납품,물품,LMZ,제2236부대,2018-01-12 11:00,F3DC9,농업회사법인주식회사 시루와 떡메,SIRU AND DDUCK ME,최찬화,033-251-0099,033-251-0099,033-251-0099,강원도 춘천시 춘천로389-0 (후평동 293-3),95.8347,"10,400",육군,
2,LMZ0006,2,48997,1,18년 증식용 떡 제조납품,물품,LMZ,제2236부대,2018-01-12 11:00,F3DC9,농업회사법인주식회사 시루와 떡메,SIRU AND DDUCK ME,최찬화,033-251-0099,033-251-0099,033-251-0099,강원도 춘천시 춘천로389-0 (후평동 293-3),95.5382,"1,040",육군,
3,SCN0004,1,359,***,가스오부시 등 115종(공산품),물품,SCN,제7001부대,2018-01-12 10:30,G1EEC,지(g)-마트,G-mart,송낙천,555523355,555523355,055-552-3355,"경상남도 창원시 진해구 조천북로62 105(경화동,하이존상가 105~107)",82.674,"25,478,000",육군,3종-가스류
49,SCN0010,1,580,***,오일스테인 등 11종,물품,SCN,제7001부대,2018-01-12 10:30,I3C3D,행복유통,happy yutong,정영자,7073607751,7073607751,070-7360-7751,경상남도 창원시 마산회원구 합포로274-0 (양덕동),88.0074,"14,444,700",육군,
36,LCN0002,1,544,***,1학기 국외 교과서 구매,물품,LCN,육군사관학교,2018-01-12 10:30,HC7D4,에그트리,Eggtree,정혜영,1035980080,1035980080,010-3598-0080,"서울특별시 강서구 공항대로45길68-6, 106동 303호 (등촌동, 서광등촌마을아파트)",88.0408,"25,524,173",육군,
3,SCN0009,1,463,***,배추김치 등 3종(김치류),물품,SCN,제7001부대,2018-01-12 10:30,ED69E,남경식품(참그린김치),NAMKOUNGFOOD,김영애,552999659,552999659,055-299-9659,경상남도 창원시 의창구 북면 월계길 29(),88.014,"27,060,000",육군,
8,SCN0008,1,449,***,각질용해제 등 175종(의약품),물품,SCN,제7001부대,2018-01-12 10:30,E186F,주식회사 한스피엠아이,HANS P.M.I Corp.,한경아,313463092,313463092,031-346-3092,경기도 군포시 고산로151번길28-0 (당정동) 403호,70.0627,"89,890,000",육군,
3,SCN0007,1,448,***,가지 등 126종(농산물),물품,SCN,제7001부대,2018-01-12 10:30,G1EEC,지(g)-마트,G-mart,송낙천,555523355,555523355,055-552-3355,"경상남도 창원시 진해구 조천북로62 105(경화동,하이존상가 105~107)",84.1341,"59,500,000",육군,
3,SCN0006,1,445,***,가자미(냉동) 등 50종(수산물),물품,SCN,제7001부대,2018-01-12 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",96.5228,"26,980,000",육군,
4,SCN0005,1,442,***,닭고기 등 18종(축산물),물품,SCN,제7001부대,2018-01-12 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",74.7989,"24,490,000",육군,
189,MCN0105,1,50393,***,18년 영선보수자재 구매(연간단가계약),물품,MCN,국방부근무지원단,2018-01-11 11:00,G597B,주식회사 휴플러스,Hue Plus,심봉경,032-519-1123,032-519-1123,032-519-1123,"경기도 파주시 문산읍 방촌로1213-20, 1층 101호",83.3059,"250,000,000",국방부직할,
3,HDQ0001,1,496,***,간부숙소 싱크대 제조/설치,물품,HDQ,제20전투비행단,2018-01-11 11:00,B8EF8,선진산업 주식회사,SUN JIN,성연제,415744331,415744331,041-574-4331,충청남도 천안시 서북구 성진로462-0 (직산읍),88.3088,"37,153,360",공군,
168,SFG0004,1,483,***,라면류 등 6품목,물품,SFG,제9181부대,2018-01-11 10:30,I2DFA,REAP,REAP,노재민,313853816,313853816,031-385-3816,경기도 안양시 만안구 만안로49-0 (안양동) 호정타워 1612호,88.0476,"146,532,962",해병,
66,SFG0003,1,482,***,냉동식품류 등 4품목,물품,SFG,제9181부대,2018-01-11 10:30,I2713,부성실업,Busung Industrial Co.,심경숙,010-5739-3622,010-5739-3622,010-5739-3622,"경기도 부천시 소사동로72번길32-0 (소사본동, 주공뜨란채아파트)",88.008,"41,754,000",해병,
166,SFG0002,1,481,***,과자류 등 6품목,물품,SFG,제9181부대,2018-01-11 10:30,GFCE3,더 엘림(THE ELIM),THE ELIM,김사랑,070-7795-8291,070-7795-8291,070-7795-8291,"경기도 남양주시 사릉로33번길14, 502호(금곡동, 다온빌)",88.0014,"147,436,900",해병,
127,HCR0002,1,418,***,의무대대 - 심장제세동기 등 2품목 구매,물품,HCR,공군제15특수임무비행단,2018-01-10 10:30,G5DEE,직업만능인력,nam yag mannng haingjengjunggaisa,정양수,010-3690-2326,010-3690-2326,010-3690-2326,"전라남도 무안군 삼향읍 남악3로80, 2층 204호(제일프라자)",97.9279,"45,943,000",공군,
3,LKD0001,1,414,***,18년 예비군 도시락 제조납품(1권역 단가계약),물품,LKD,제32보병사단,2018-01-10 10:30,GA6B1,주식회사 즐거운밥상,zlebabsang,박찬무,415580615,415580615,041-558-0615,충청남도 천안시 동남구 목천읍 관동마을길37-0,100.0,"6,000",육군,
23,SFN0001,1,444,***,비누 등 87품목 구매(연평),물품,SFN,연평부대,2018-01-10 10:30,D9014,매직트리,Magic Tree,김상훈,1062674434,1062674434,010-6267-4434,"인천광역시 부평구 주부토로90번길 44, C동 301호(부평동, 정도빌라)",88.1097,"19,291,560",해병,
7,MDJ0001,1,459,***,환자급식용 식재료 구매,물품,MDJ,국군대전병원,2018-01-10 10:30,D392C,주식회사푸드라인,foodline,박수식,432761100,432761100,043-276-1100,충청북도 청주시 흥덕구 덕암로113번길 32(),88.7271,"504,653,444",기타,
3,LKD0003,1,439,1,18년 예비군 도시락 제조납품(3권역 단가계약),물품,LKD,제32보병사단,2018-01-10 10:30,G21FA,유한회사 행복한밥상,(유)행복한밥상,한경이,426223151,426223151,042-622-3151,대전광역시 대덕구 우암로472-0 (비래동),100.0,"6,000",육군,
3,LKD0001,2,414,***,18년 예비군 도시락 제조납품(1권역 단가계약),물품,LKD,제32보병사단,2018-01-10 10:30,GA6B1,주식회사 즐거운밥상,zlebabsang,박찬무,415580615,415580615,041-558-0615,충청남도 천안시 동남구 목천읍 관동마을길37-0,100.0,"6,000",육군,
5,HDM0002,1,378,***,레스큐가든 식자재(감자수제비외 220품목),물품,HDM,공군제17전투비행단,2018-01-10 10:30,D392C,주식회사푸드라인,foodline,박수식,432761100,432761100,043-276-1100,충청북도 청주시 흥덕구 덕암로113번길 32(),84.8359,"182,121,156",공군,
7,HDM0001,1,377,***,에이스가든 식자재(생가지외 320품목),물품,HDM,공군제17전투비행단,2018-01-10 10:30,B97CB,주식회사 신세계푸드,ShinsegaeFood,강승협,233976112,233976112,02-3397-6112,"서울특별시 성동구 성수일로56, 4층~7층 (성수동2가)",83.1887,"805,387,705",공군,
6,HCL0001,1,399,***,17-356 '18년 난방연료(LPG) 구매,물품,HCL,공군사관학교,2018-01-10 10:30,GAA78,주식회사거성에너지,kesung,박정봉,1055548097,1055548097,010-5554-8097,충청북도 충주시 서흥1길22-0 (목행동),85.0891,"139,975,892",공군,3종-가스류
239,LPG0001,1,371,***,다목적  체육관 탁구대 등 19종 구매,물품,LPG,제5보병사단,2018-01-09 11:00,H908C,베스트이에스(ES),BESTES,오은숙,010-5091-2748,010-5091-2748,010-5091-2748,경기도 남양주시 진건읍 진건오남로86번길11-0 (한신아파트202동) 1502호,88.0023,"34,745,314",육군,2종-병참물자
41,SCQ0001,1,51495,***,단무지 등97종 구매,물품,SCQ,제9911부대,2018-01-09 10:30,B9586,주식회사 에스피씨삼립,samlip,김범수,1053682751,1053682751,010-5368-2751,경기도 시흥시 공단1대로 101(정왕동),83.0024,"739,320,787",해병,
6,MDD0002,1,501,***,5차 의약품 수시품목 구매,물품,MDD,국군수도병원,2018-01-09 10:30,H0DEF,주식회사 케이에스팜,kspharm,이금상,425845010,425845010,042-584-5010,"충청남도 청양군 청양읍 칠갑산로148-0 , 4층",88.5013,"39,974,600",기타,
17,SDL0002,1,375,***,생수 등 20종,물품,SDL,재경근무지원대대,2018-01-09 10:30,E5E88,PHOTOhi,PHOTOhi,서재영,7082465258,7082465258,070-8246-5258,"서울특별시 마포구 망원로7길35-8, 101호(망원동, 아펠리움)",88.3015,"10,876,360",육군,
5,SCQ0011,1,51553,***,멸균흰우유 등 5종 구매,물품,SCQ,제9911부대,2018-01-09 10:30,FD11C,(주)유천시스템,YUCHON SYSTEM,송동훈,031-767-7269,031-767-7269,031-767-7269,경기도 광주시 곤지암읍 독고개길127-46,52.8121,"89,122,800",해병,
9,SCQ0004,1,51545,***,배추썰은 포기김치 등 8종 구매,물품,SCQ,제9911부대,2018-01-09 10:30,CFF42,(주)한일코리아,"HANILKOREA CO.,LTD.",서영재,315366684,315366684,031-536-6684,경기도 포천시 창수면 창동로59-92,88.0646,"135,629,830",해병,
3,SCQ0008,1,51531,***,등심돈까스 구매,물품,SCQ,제9911부대,2018-01-09 10:30,E3EDC,주식회사 대흥푸드,"DAE HUNG FOOD Co.,Ltd.",정점례,327155785,327155785,032-715-5785,인천광역시 서구 검단로93번길9(오류동),88.3062,"26,985,880",해병,
7,SCQ0002,1,51522,***,돈등뼈 등 5종 구매,물품,SCQ,제9911부대,2018-01-09 10:30,D4976,한샘유통 주식회사,hansame,유임묵,316470715,316470715,031-647-0715,경기도 평택시 포승읍 여술2길25,51.9269,"64,700,000",해병,
2,SFH0109,1,51391,***,복지시설 연봉회관 식자재 구매 납품,물품,SFH,제9196부대,2018-01-08 11:00,HBDE8,주식회사 백령도연합상공인,ytc,김복수,032-836-7500,032-836-7500,032-836-7500,인천광역시 옹진군 백령면 백령로503-9,89.5808,"97,825,127",해병,
11,SDG0001,1,369,***,생수 구매,물품,SDG,제2002부대,2018-01-08 10:30,G80F9,쌔미쌔미,sammy sammy,최진옥,1028006352,1028006352,010-2800-6352,"인천광역시 남동구 소래역로93 (논현동, 냇마을 신영지웰) 909-2203",88.6928,"1,256,560",해군,
2,SFC0213,2,51096,***,18년 복지시설 음식물폐기물 처리 용역,물품,SFC,제9691부대,2018-01-08 10:30,DD9F2,매산농장,MS,이명갑,010-6363-6293,010-6363-6293,010-6363-6293,경기도 화성시 매송면 매송로236번길110-0,88.2363,"7,038,342",해병,
28,MDD0162,1,51427,***,격리병상 시설공사 관급자재 공조기 설치납품,물품,MDD,국군수도병원,2018-01-05 10:30,D0BC6,(주)엑트,eact,김홍범,423850272,423850272,042-385-0272,대전광역시 유성구 유성대로1184번길32-0 (신성동),88.0626,"79,820,400",기타,
