Unnamed: 0,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,카테고리
36428,688,MCN0082,1,45049,***,악기(오션드럼 등 24종)구매,물품,MCN,국방부근무지원단,2020-11-09 10:30,H924C,유로산업,euro,송경자,1038430471,1038430471,010-3843-0471,"경상남도 창원시 성산구 마디미서로34-0 (상남동),4층 1호",88.003,13079100 ,2종
36429,252,SFM0110,1,45024,***,새끼줄 등 79품목 구매,물품,SFM,제3170부대,2020-11-09 10:30,E7E14,(주)누리숲,nurisup,강지연,7087163337,7087163337,070-8716-3337,경상북도 영천시 금호시장길10-2 (금호읍),88.007,22856431 ,미분류
36430,8,SCN0164,1,45021,***,도서(건축기계설비) 등 14종,물품,SCN,제7001부대,2020-11-09 10:30,BC803,찰스인코리아,,백찰스,555453365,555453365,055-545-3365,경상남도 창원시 진해구 천자로 37(),90.022,557100 ,4종
36431,39,SCF0528,1,45305,***,금형랙 등 2종 구매,물품,SCF,해군군수사령부,2020-11-09 10:30,JC499,제이에스컴퍼니,,이찬,1041843336,1041843336,010-4184-3336,경상남도 창원시 성산구 정동로62번길61 (성주동),88.003,5751900 ,미분류
36432,123,SCN0163,1,44956,***,수중랜턴 등 5종,물품,SCN,제7001부대,2020-11-09 10:30,IE8FB,주식회사팔공물산,,정승욱,055-551-8075,055-551-8075,055-551-8075,"경상남도 창원시 진해구 충장로442번길2, 1층(이동)",88.007,19445300 ,미분류
36433,139,SCN0162,1,44938,***,각삽 등 37종,물품,SCN,제7001부대,2020-11-09 10:30,JF3EB,주식회사 제이투,,정혜님,7047722900,7047722900,070-4772-2900,"경상남도 창원시 성산구 연덕로184번길28, 3동2층6호A4(내동)",88.002,9814200 ,4종
36434,3,LDH0989,1,44256,***,20-21차 정비장비 부품 구매,물품,LDH,육군종합정비창,2020-11-06 13:00,BCAAC,신영에이텍,SHIN YOUNG A-TECH,이상기,552510253,552510253,055-251-0253,경상남도 창원시 마산회원구 봉암공단2길22-5 (봉암동),88.924,12964000 ,9종
36435,2,SCU0096,1,44729,***,서귀포아파트 완강기 구매 설치,물품,SCU,해군 기동함대사령부,2020-11-06 11:00,IE0DB,해솔상사,,최병식,010-7564-8700,010-7564-8700,010-7564-8700,제주특별자치도 제주시 연북로45-0 (노형동),88.255,1599970 ,4종
36436,12,SCU0093,1,44602,***,UPS 배터리 구매 교체,물품,SCU,해군 기동함대사령부,2020-11-06 11:00,F482D,주식회사 퍼펙스,"perfes co., ltd",김국선,647471903,647471903,064-747-1903,"제주특별자치도 제주시 신광로10길(연동,파랑새하우스201호씨,디호)",88.153,3552080 ,9종
36437,5,SCU0094,1,44603,***,독서대 등 59종,물품,SCU,해군 기동함대사령부,2020-11-06 11:00,IE0DB,해솔상사,,최병식,010-7564-8700,010-7564-8700,010-7564-8700,제주특별자치도 제주시 연북로45-0 (노형동),88.365,2184030 ,미분류
36438,7,SCU0095,1,44721,***,고급용 미용세트 등 2종,물품,SCU,해군 기동함대사령부,2020-11-06 11:00,IE0DB,해솔상사,,최병식,010-7564-8700,010-7564-8700,010-7564-8700,제주특별자치도 제주시 연북로45-0 (노형동),96.987,5300000 ,미분류
36439,69,SDG0048,1,44413,***,20-인-00정 CCTV 납품 설치,물품,SDG,제2002부대,2020-11-06 10:30,A76E0,주식회사 한일전자시스템,"HAN IL ELECTRONIC SYSTEM CO., LTD.",정재국,327248160,327248160,032-724-8160,"인천광역시 부평구 새벌로29 (청천동, 부평테크노타워) 6층 613호",88.007,99594645 ,2종
36440,235,LGT0049,2,40300,***,전자전장비 탑재차량 발전기 수리부속 구매,물품,LGT,제2307부대,2020-11-06 10:30,BAE4C,엠씨에스테크 주식회사,MCS TECH. Co. LTD.,박상식,313884702,313884702,031-388-4702,"경기도 안양시 만안구 덕천로72번길72, 608호, 704호(안양동, 동영벤처스텔)",99.275,31328000 ,9종
36441,2535,DSS0080,1,44647,***,00부대 합동조사요원 피복 구매,물품,DSS,국군제1068부대,2020-11-06 10:30,K258F,태영,,최용훈,010-3575-0113,010-3575-0113,010-3575-0113,"경기도 하남시 미사강변대로270 (선동, 미사강변 센트리버) 703동 802호",88,25704200 ,2종
36442,86,LNG0016,1,44573,***,지뢰제거작전 필요물품 8종 구매,물품,LNG,육군 제1군단,2020-11-06 10:30,JD029,건후,,송용진,1062391123,1062391123,010-6239-1123,"경기도 고양시 일산동구 호수로662, 5층 540호(장항동, 삼성라끄빌)",88.039,17844300 ,2종
36443,38,HCG0040,1,44417,***,전산용품 14종 구매,물품,HCG,공군본부,2020-11-06 10:30,JA6E5,신도통상,,안영자,010-2356-5129,010-2356-5129,010-2356-5129,전라남도 목포시 영산로93-1 (명륜동)3층373호,88.002,12795200 ,2종
36444,40,SCF0353,1,44811,***,"나사, 캡식, 6각 머리형 등 10종",물품,SCF,해군군수사령부,2020-11-06 10:30,GF65E,미래상사,miraeshangsa,김성길,051-310-0707,051-310-0707,051-310-0707,"부산광역시 사상구 낙동대로910, C동 253호(감전동, 마트월드)",99.002,4900000 ,9종
36445,144,SCI0070,1,44753,***,"CR 건전지 등 535종 구매 13,796점 구매",물품,SCI,제9121부대,2020-11-06 10:30,J335C,대박유통,,차중환,055-748-2399,055-748-2399,055-748-2399,경상남도 창원시 의창구 상남로230번길77-0 (신월동),88.019,38653288 ,9종
36446,2565,MDK0028,1,44745,***,사령부 전산운영용품(20-하반기) 구매,물품,MDK,국군수송사령부,2020-11-06 10:30,J99A2,로드코리아,,석용길,7078430125,7078430125,070-7843-0125,"부산광역시 중구 중앙대로80,(중앙동4가) 711호",88.002,9643460 ,2종
36447,82,SCF0350,1,44692,***,(긴급) 콘트롤 유닛 PCU 1종 구매,물품,SCF,해군군수사령부,2020-11-06 10:30,HC427,제일테크,JEILTECH,김문길,512656997,512656997,051-265-6997,부산광역시 사하구 다대로613-0 (다대동) 자유마트 220호,88.51,7367910 ,2종
36448,51,SCF0351,1,44695,***,"속도감지기,디젤엔진용 1종 구매",물품,SCF,해군군수사령부,2020-11-06 10:30,F4C31,경북상사,kyongbuk,김보민,7070792933,7070792933,070-7079-2933,경상남도 창원시 의창구 명서로4번길17-0 (명서동),95.677,5037900 ,9종
36449,83,SCF0352,1,44763,***,(긴급) VDF 외함 등 2종 구매,물품,SCF,해군군수사령부,2020-11-06 10:30,D5F9F,에스와이테크,sytech,정미경,055-296-0229,055-296-0229,055-296-0229,경상남도 창원시 의창구 팔용로 355(),98.657,7930000 ,미분류
36450,513,DSS0081,1,44731,***,00부대 일반도서 구매,물품,DSS,국군제1068부대,2020-11-06 10:30,J49C9,멜로우디,,백동흔,1097870201,1097870201,010-9787-0201,"경기도 남양주시 다산중앙로19번길25-23, 3층 F344호 (다산동)",90,3774280 ,10종
36451,10,SFM0107,1,44715,***,방수포(야전덮개) 제조,물품,SFM,제3170부대,2020-11-06 10:30,0020F,강서실업,GangSeo Industry,조부규,553252660,553252660,055-325-2660,경상남도 김해시 김해대로2644-0,88.04,42670720 ,2종
36452,3,ELA0024,1,1047A,***,"쉘터,비전개식(2½사격지휘차용)",물품,ELA,화력총괄계약팀,2020-11-05 15:00,5161F,주식회사 신광테크놀러지,"Shin Kwang Technology, INC",이만근,314991121,314991121,031-499-1121,경기도 안산시 단원구 해봉로247-0 (신길동),86.246,902715000 ,미분류
36453,36,HCQ0072,1,43768,***,관급 (20-1) 외곽경계등 개선공사,물품,HCQ,공군제5공중기동비행단,2020-11-05 11:00,H8C94,엔코이엔지,ENKO ENG,이성순,517283231,517283231,051-728-3231,부산광역시 기장군 장안읍 오리길376-22,88.114,161276280 ,4종
36454,319,LCN0039,1,44402,***,21년 생도피복(태권도복류) 구매,물품,LCN,육군사관학교,2020-11-05 11:00,H8BA9,주식회사 공간창조아이앤디,GONGGAN CREATIVE I&D,김용진,25390488,25390488,02-539-0488,서울특별시 강남구 삼성로103길9 (삼성동),88.01,35256670 ,2종
36455,6,HDN0028,1,44552,***,(20-157) MCC판넬 등 10품목 제조 납품,물품,HDN,공군제18전투비행단,2020-11-05 11:00,GE079,SS종합상사,SS Corporation,최연희,7088273918,7088273918,070-8827-3918,강원특별자치도 삼척시 원덕읍 삼척로458-1,88.555,16851710 ,4종
36456,1428,SFG0154,1,44571,***,국자 등 18품목 구매,물품,SFG,제9181부대,2020-11-05 11:00,I70F2,주식회사 오에스팜,OS Pharm,김시남,313781228,313781228,031-378-1228,"경기도 오산시 내삼미로79번길19, 501호(수청동, 광장프라자)",88,16102260 ,미분류
36457,60,SFG0158,1,44581,***,CCTV카메라 등 3품목 제조 구매,물품,SFG,제9181부대,2020-11-05 11:00,H21CA,코디텍 주식회사,"KODITEC. Co.,Ltd.",정경희,319255800,319255800,031-925-5800,"경기도 고양시 일산동구 일산로142, 1002호(백석동, 유니테크빌)",88.006,7928310 ,2종
36458,793,SFG0157,1,44580,***,케이블테스터기 등 25품목 구매,물품,SFG,제9181부대,2020-11-05 11:00,J1FE3,샤인사이언스,,고정석,7088398230,7088398230,070-8839-8230,"경기도 부천시 범안로7번길26-0 (괴안동, 거산아파트) 7-104",87.995,64479270 ,4종
36459,1220,SFG0156,1,44579,***,방풍비닐 등 146품목 구매,물품,SFG,제9181부대,2020-11-05 11:00,D9FB3,(주)우영종합전기,wooyoung,이화영,313554255,313554255,031-355-4255,"경기도 화성시 마도면 마도공단로1길8, 마동 104호(마도지구유통업무및지원시설)",87.996,57373913 ,2종
36460,11,LHP0030,1,44502,***,20년 정수기 임차 용역,물품,LHP,제22보병사단,2020-11-05 11:00,J5CA4,삼성기술 주식회사,,차현화,7088049968,7088049968,070-8804-9968,전라남도 강진군 강진읍 중앙로45-5,88.025,210569851 ,10종
36461,465,HCF0165,1,43403,***,휴대용 폭발물 탐지기,물품,HCF,공군군수사령부,2020-11-05 10:30,BA595,주식회사 컴버스테크,"COMBUSTECH Co., Ltd.",김상주,262995151,262995151,02-6299-5151,"서울특별시 금천구 벚꽃로 234, 에이스하이엔드타워6차 401~404호(가산동)",83.041,481095282 ,7종
36462,17,SCP0169,1,44574,***,도서(1973년의 핀볼 등 147종) 구매,물품,SCP,제8385부대,2020-11-05 10:30,C8A0C,영동문구센타,youngdong,이석순,033-531-4931,033-531-4931,033-531-4931,강원특별자치도 동해시 동굴로 153-2(),90.05,4366600 ,10종
36463,17,SCP0167,1,44525,***,임팩트 드라이버 등 7종 구매,물품,SCP,제8385부대,2020-11-05 10:30,FA82A,오피스상사,office corporation,김장호,033-532-9865,033-532-9865,033-532-9865,강원도 동해시 발한천길12-1 (발한동),88.324,6043090 ,9종
36464,11,SCP0166,1,44521,***,밧데리 등 8종 구매,물품,SCP,제8385부대,2020-11-05 10:30,C0914,(주)동건,DONG GUN CO.,윤영현,332422612,332422612,033-242-2612,강원특별자치도 동해시 전천로245-2 (북평동),99.373,12900000 ,9종
36465,58,SCR0044,2,43530,***,"압축기, 밀폐식 등 20종",물품,SCR,해군제3함대사령부,2020-11-05 10:30,B9499,대건상사,DEA GUN.CO,이장현,061-244-8050,061-244-8050,061-244-8050,전라남도 목포시 삼학로123번길 24-1(산정동),89.414,19077000 ,7종
36466,13,SCL0121,1,44570,***,DVD(빈폴 등 33종) 구매,물품,SCL,해군사관학교,2020-11-05 10:30,F03EC,효원,HYOWON,김경란,1058156633,1058156633,010-5815-6633,경상남도 창원시 진해구 웅천동로100-0 (남문동) 209동 2301호,88.024,1140750 ,미분류
36467,23,SCP0168,1,44534,***,복사용지 등 197종 구매,물품,SCP,제8385부대,2020-11-05 10:30,JA422,알파동해점,,김나윤,033-533-2228,033-533-2228,033-533-2228,"강원특별자치도 동해시 일출로10-1 (발한동, 발한상가아파트) 1층8호",88.008,10799100 ,2종
36468,17,SCR0047,1,44483,***,"창, 선박용(조타실 방탄유리) 등 3종",물품,SCR,해군제3함대사령부,2020-11-05 10:30,K07DF,꿈에그린,,김대덕,061-285-7580,061-285-7580,061-285-7580,전라남도 목포시 상리로1번길31 (상동),88.735,31862160 ,4종
36469,62,SDF0134,1,43797,***,흡착기 등 257종 구매,물품,SDF,제5738부대,2020-11-05 10:30,J38DB,태양개발,,전동술,542768503,542768503,054-276-8503,"경상북도 포항시 북구 두호로37번길5-1 ,6층(두호동,가람센트럴타운)",88.015,11065600 ,미분류
36470,983,SCF0524,1,44261,***,컴퓨터 레이저조각기 1SET 구매,물품,SCF,해군군수사령부,2020-11-05 10:30,K0FCD,싹쓰리,,양선희,010-5751-9105,010-5751-9105,010-5751-9105,인천광역시 서구 이음5로65(원당동) 2402동 702호(검단금호어울림센트럴),87.996,30987663 ,2종
36471,116,SCF0523,1,42059,***,탄약고 침수경보반 등 2종 구매,물품,SCF,해군군수사령부,2020-11-05 10:30,I2260,사회적협동조합 푸른하늘,KOREA DISABLED WELFARE BUSINESS ASSOCITION,정성대,317671825,317671825,031-767-1825,경기도 용인시 처인구 원삼면 백원로262번길46-0,88.156,61134710 ,미분류
36472,25,SCF0513,2,41365,***,"시일, 평면형 등 3종 구매",물품,SCF,해군군수사령부,2020-11-05 10:30,E758B,에이치디현대마린엔진 주식회사,"STX HEAVY INDUSTRIES CO., LTD.",강영,552395600,552395600,055-239-5600,경상남도 창원시 성산구 적현로222(신촌동),91.009,197483000 ,미분류
36473,169,SCF0525,1,41011,***,잠수펌프 143EA 구매,물품,SCF,해군군수사령부,2020-11-05 10:30,J12FA,지후,,하창헌,1053928684,1053928684,010-5392-8684,"경기도 고양시 덕양구 청초로65 (덕은동, DMC 한강 에일린의뜰) 210호",87.998,38500000 ,4종
36474,10,LGT0052,1,44562,***,진격아파트 3동 싱크대 교체,물품,LGT,제2307부대,2020-11-05 10:30,EF49B,현재산업,HYUNJAE,조용수,337478661,337478661,033-747-8661,강원특별자치도 원주시 소초면 장수2로196-2,88.152,61523000 ,4종
36475,3,HFD0009,1,44485,***,'20년 군성회관 식자재 구매 계약,물품,HFD,공군제38전투비행전대,2020-11-05 10:30,B97CB,주식회사 신세계푸드,ShinsegaeFood,강승협,233976112,233976112,02-3397-6112,"서울특별시 성동구 성수일로56, 4층~7층 (성수동2가)",84.843,183333400 ,1종
36476,58,HCF0167,1,43406,***,"균형기, 차량용",물품,HCF,공군군수사령부,2020-11-05 10:30,H9738,제이투산업,j2industry,최진이,1054316650,1054316650,010-5431-6650,"인천광역시 남동구 서창남순환로9, 1001동 18층 1804호(서창동, e편한세상서창)",88.017,66041270 ,7종
36477,2,EBB0462,1,1635,***,K9 자주포 패널 외주정비,물품,EBB,지상공통전력운영계약팀,2020-11-04 15:00,F7547,주식회사 이엘씨,"ELC CO., LTD",노은자,535920432,535920432,053-592-0432,"대구광역시 달서구 달서대로555, 407호 (신당동,일신테크노밸리)",89.637,496230000 ,9종
36478,3,LDH0990,1,44396,***,방한장갑등25종 구매,물품,LDH,육군종합정비창,2020-11-04 13:00,C8064,목화표장갑,Mok-hwa gloves Co.,백규현,054-931-2241,054-931-2241,054-931-2241,경상북도 성주군 월항면 월항농공단지1길 45(),97.996,8300000 ,2종
36479,44,LCF0505,1,42852,***,차폐장치조립체 등 37항목 구매(총포),물품,LCF,육군군수사령부,2020-11-04 12:00,I2260,사회적협동조합 푸른하늘,KOREA DISABLED WELFARE BUSINESS ASSOCITION,정성대,317671825,317671825,031-767-1825,경기도 용인시 처인구 원삼면 백원로262번길46-0,98.277,149520400 ,7종
36480,5,LCF0507,1,42936,***,"메디폼 등 105항목 구매(해파,의무)",물품,LCF,육군군수사령부,2020-11-04 12:00,G699D,바른약품 주식회사,barunpharm,김민현,324336663,324336663,032-433-6663,"인천광역시 연수구 테크노파크로111번길8, 5층 (송도동, 송도에스타워)",88.188,18694090 ,8종
36481,36,SCG0122,1,44644,***,"2021년 해군 탁상달력 2,200개",물품,SCG,해군본부,2020-11-04 11:00,CEB9B,애드모아,admore,박한진,422226880,422226880,042-222-6880,대전광역시 동구 대전로815번길 35(),88,9505330 ,미분류
36482,25,LFH0032,1,44422,***,4분기 실습 재료 구매계약,물품,LFH,육군부사관학교,2020-11-04 11:00,BE7F3,형설과학,HYUNGSUL SCIENCE,장희,638511218,638511218,063-851-1218,전북특별자치도 익산시 오산면 남전길90,88.574,15494950 ,미분류
36483,22,MCX0039,1,44411,***,지게차 5톤 구매,물품,MCX,자운대근무지원연대,2020-11-04 11:00,D631D,한성조경 주식회사,Hansung,한상권,428251397,428251397,042-825-1397,대전광역시 유성구 갑동로27,88.057,67291300 ,7종
36484,12,SCU0092,1,44280,***,"도서 ""아몬드"" 등 59종",물품,SCU,해군 기동함대사령부,2020-11-04 11:00,E2F90,주식회사 디엘에스(DLS),"DLS Co., Ltd.",양석문,647217482,647217482,064-721-7482,"제주특별자치도 제주시 중앙로266-0, 103호 (이도이동, 영도 갤럭시타운)",90.018,3202000 ,1종
36485,6,EBBE127,2,5010,***,가이드,물품,EBB,지상공통전력운영계약팀,2020-11-04 11:00,2157F,평화정밀,PYEONG HWA PRECISION Co.,조현배,051-941-8491,051-941-8491,051-941-8491,부산광역시 강서구 미음산단3로120-0 (미음동),89.058,2312500 ,미분류
36486,24,SCU0090,1,44218,***,라미네이팅 파우치필름 등 267종,물품,SCU,해군 기동함대사령부,2020-11-04 11:00,J7075,영테크,,전영례,7042550057,7042550057,070-4255-0057,제주특별자치도 제주시 내도1길23 (내도동) 3층 311호,88.033,10618340 ,미분류
36487,152,LKG0054,1,44358,***,사격장 안전시설 자재구매(방부목 등 12종),물품,LKG,육군제53보병사단,2020-11-04 11:00,JEA70,경성유통,,장영상,010-2520-0651,010-2520-0651,010-2520-0651,"경상북도 포항시 북구 기계면 기계로31,  103-7호",88.05,36425500 ,4종
36488,3,UMM0559,1,41274,***,"20-발전기세트,디젤엔진식(HP)4EA 제조",물품,UMM,국군재정관리단,2020-11-04 11:00,C9276,케이피브이(주),KPV.Co.Ltd,이일형,317690813,317690813,031-769-0813,경기도 광주시 초월읍 산수로590-0,88.422,130083000 ,4종
36489,93,HCF0164,1,43567,***,"카메라시스템, 디지털식",물품,HCF,공군군수사령부,2020-11-04 10:30,JE012,유림상사,,고상범,1054947080,1054947080,010-5494-7080,충청남도 논산시 시민로307번길12-1 (취암동) 1층,88.075,41724430 ,7종
36490,29,SCR0079,1,44400,***,스탬프 잉크 등 101종 구매,물품,SCR,해군제3함대사령부,2020-11-04 10:30,JC980,하나유통,,김은주,010-5784-9957,010-5784-9957,010-5784-9957,전라남도 목포시 산정로109번길16-0 (산정동),88.033,19684500 ,10종
