입찰명,발주기관코드,발주기관,카테고리
19년 오리콘 몸통(자동포용)(제조),EHF,미래전력사업전력운영계약팀,미분류
도서 '1984년' 등 338종,SCU,해군 기동함대사령부,10종
마룡리아파트 가로등 설치납품,LQP,제1891부대,미분류
19년 오리콘 몸통(자동포용)(제조),EHF,미래전력사업전력운영계약팀,미분류
'19년 육본 회의실 전시체계 교체사업(20196287-C),UMM,국군재정관리단,미분류
전산화시스템 및 PC모니터 교체 리스(2019G064-I),UMM,국군재정관리단,미분류
00부대 광학적 안구계측장치 구매(20197185-B),UMM,국군재정관리단,미분류
오버헤드(호이스트) 크레인 제조/설치(20196250-I),UMM,국군재정관리단,미분류
동성 크리너 등 214품목 구매,SFG,제9181부대,미분류
외부 스피드돔 카메라 등 5품목 구매,SFG,제9181부대,미분류
19-7차 의무비품(레일형커튼) 제작/구매,MDG,국군의무사령부,미분류
19-7차 일반비품(건조기) 구매,MDG,국군의무사령부,10종
의무후송전용헬기 홍보물(모형) 제작/구매,MDG,국군의무사령부,7종
19-13차 의무장비 펜던트 구매,MDD,국군수도병원,미분류
19-8차 의무장비 뇌압감시기 구매,MDD,국군수도병원,미분류
장애물 극복훈련기구 설치납품,LPF,제51보병사단,7종
20년 생도 스포츠 의류 구매,LCN,육군사관학교,미분류
안보교육용 시각설치물(X배너) 제작,LCG,육군본부,2종
19-334 블라인드 등 56종,HCQ,공군제5공중기동비행단,미분류
19-304 블라인드,HCQ,공군제5공중기동비행단,미분류
항-19-088 자동면역분석기 시약 등 117종,HCL,공군사관학교,미분류
동작인식 시연용 VR 개발 장비 6종 구매,HCG,공군본부,미분류
19년 신형 소·중대급 교전훈련장비 지원장비(제조),EHF,미래전력사업전력운영계약팀,미분류
19-309 시험세트 초음파식,HCL,공군사관학교,미분류
00부대 동원훈련용 총기보관함 구매,LCZ,동원전력사령부,미분류
상병건강검진시약비 구매(A-19172),LPG,제5보병사단,미분류
종이면봉 등 546종 구매,SCP,제8385부대,미분류
녹화기 등 12종 구매,SCP,제8385부대,미분류
벙커사 구매,SCP,제8385부대,미분류
D급소화기 등 14종 구매,SCP,제8385부대,미분류
00부대 통신장비용 축전지 교체,MDF,국군지휘통신사령부,2종
타베온 정 10mg 등 28종,SDG,제2002부대,미분류
D급 소화기 등 298종 구매,SCR,해군제3함대사령부,미분류
"잉크, 카트리지용 등 45종 구매(19-111)",SDQ,해군제2수리창,미분류
전원공급기 등 3종 구매(19-113),SDQ,해군제2수리창,미분류
00부대 방열기 자재 구매(A-19171),LPG,제5보병사단,미분류
현수막 원단 등 19종,SCG,해군본부,미분류
사격장 탄두회수함 제작 설치납품,LPF,제51보병사단,미분류
키보드 등 142종,SCH,해군작전사령부,미분류
샤프심 등 107종 구매,SCK,해군교육사령부,미분류
대형폐기물 스티커 등 135종 구매,SCQ,제9911부대,미분류
고무장갑 구매,SFM,제3170부대,미분류
휠도리 등 426종 구매,SCR,해군제3함대사령부,미분류
19-조-60 런닝머신등 33종,UHC,공군 작사예하 방포사예하 제2여단,미분류
병영도서관 도서 구매(2차)(A-19152),LPG,제5보병사단,10종
녹화기 등 12종 구매,SCQ,제9911부대,미분류
통일대교 차량 역주행 차단장치 설치납품,LNF,제1보병사단,미분류
513 CCTV 구매 설치 납품,LMR,제5군단사령부,7종
타이어탈착기 등 6품목 구매,SFC,제9691부대,9종
CCTV 제조구매,SFC,제9691부대,7종
4구 코드 릴 등 133품목 구매,SFC,제9691부대,미분류
CCTV 제조/구매,SFC,제9691부대,7종
재생토너 등 2종,SCH,해군작전사령부,미분류
LED 형광등 등 5종,SCH,해군작전사령부,4종
"노즐,연료 분사용 1종",SCF,해군군수사령부,미분류
의료용 냉장고 중형 등 2종 구매,SCF,해군군수사령부,미분류
엑스선기 치과용 디지털 3대 구매,SCF,해군군수사령부,미분류
"계룡대아파트, 간부숙소 싱크대 제조 설치납품",MCS,국방부계룡대근무지원단,미분류
야간투시경 구매,LNG,육군 제1군단,미분류
통일대교 차량 역주행 차단장치 설치납품,LNF,제1보병사단,미분류
752 CCTV 구매 설치 납품,LMR,제5군단사령부,7종
103 CCTV 구매설치 납품,LMR,제5군단사령부,7종
513 CCTV 구매 설치 납품,LMR,제5군단사령부,7종
군단 후반기 도서 구매,LMR,제5군단사령부,10종
19년 예비군용 총기손질정비실 설치납품,LHR,육군 제37보병사단,미분류
육성-19년 차량용 및 휴대용 무전기 구매,LHR,육군 제37보병사단,2종
관사신축 타일 제조납품(19-164),LGT,제2307부대,4종
"소방,시설,전기 안전교육장비 29종 구매",LFT,육군공병학교,2종
"(19-F071,072)'19-10,11차 소모성자재(GUC) 물품 구매",HDM,공군제17전투비행단,미분류
발칸 화생방용케이블 구매,LDH,육군종합정비창,2종
브라인드리벳등90종 구매,LDH,육군종합정비창,미분류
00체계 운용품구매(HP Z6 G4 워크스테이션 등 6종),LQP,제1891부대,미분류
비인두 기두기 등 2종,MDQ,국군의무학교,미분류
19-3차 전산운영용품 구매,LDG,육군 탄약지원사령부,2종
의약품 듀약겔 등 19품목 구매,SFG,제9181부대,8종
19-4차 도서류 구매,SFG,제9181부대,10종
유전자감정 시약재료 구매,NIT,국방부조사본부,미분류
무공훈장(충무·화랑) 제조납품(20196311-F),UMM,국군재정관리단,미분류
19년 PC도입사업 리스(2019J063-E),UMM,국군재정관리단,2종
비행기지 통합관제체계 구축 리스(2019J060-E),UMM,국군재정관리단,미분류
19-2차 브리핑시스템 도입사업 등 3건 통합리스,UMM,국군재정관리단,미분류
원격통신소 연동서버 교체사업 리스(2019J062-E),UMM,국군재정관리단,2종
후반기 디지털 인쇄재료 구매(20196315-E),UMM,국군재정관리단,2종
00부대 공구류 구매,LCH,특수전사령부,9종
냉각수 벨로우즈 등 2종,SCF,해군군수사령부,미분류
빌지 블록 조립체 등 10종 구매(19-100),SDQ,해군제2수리창,4종
소재용 수채 등 145종 구매,SCQ,제9911부대,미분류
향균망사수세미 등 4품목 구매,SEE,제9해병여단,미분류
도서(개발자의 글쓰기 등 665종) 구매,SCK,해군교육사령부,10종
19-6-질소생산장비 외주정비,SDF,제5738부대,미분류
4분기 지역방위작전지원 물품 구매,LGS,육군 제8군단,미분류
와이어 등 9품목,HCC,해군제1수리창,미분류
밸브,HCC,해군제1수리창,4종
배터리 등 48종 구매,SDF,제5738부대,9종
보호복 등 19종 구매,SCQ,제9911부대,미분류
전자칠판(스탠드포함) 등 5종 구매,SCQ,제9911부대,미분류
'19년 치과부 수술기구 구매(석션팁 등 26종),MDJ,국군대전병원,미분류
DDG 에어컨 정비,SCF,해군군수사령부,미분류
'19년 치과부 수술기구 구매(석션팁 등 26종),MDJ,국군대전병원,미분류
'19년 PACS 교체사업(20197157-C),UMM,국군재정관리단,미분류
원천기술 개발 기초환경 구축,MCM,4284부대,미분류
"4분기 가입단, 병영훈련교육 및 용품구매(제작물포함)",LGC,육군학생군사학교,2종
학군후보생 교번 벨크로 제작,LGC,육군학생군사학교,미분류
4분기 기초군사훈련 병영교육대 용품구매(제작물포함),LGC,육군학생군사학교,2종
ㅇㅇ체계 UPS 배터리 구매,MCL,국방정보본부,9종
전산운영용품 (2차),LMP,제3보병사단,2종
도서류 철학의 역사 등 477권 구매 납품,SFL,제3283부대,10종
밴드커터 등 41품목 구매 납품,SFL,제3283부대,미분류
부대기(여단정기 등 4품목) 제조 납품,SFD,제9227부대,미분류
3차 자산취득물품 구매,LFH,육군부사관학교,미분류
"4분기 교육,실습 재료비 구매",LFH,육군부사관학교,2종
1968부대 18gop 수문자동제어반 설치납품,LMP,제3보병사단,미분류
`19년 원격교육 스튜디오 장비 구매설치(20197173-C),UMM,국군재정관리단,2종
혈당측정기 등 115항목 구매(해파),LCF,육군군수사령부,7종
일반자재(파레트 등 8종) 구매,MCS,국방부계룡대근무지원단,10종
시설자재(압착펜치 등 74종) 구매,MCS,국방부계룡대근무지원단,4종
훈련장 카메라 구매,LMR,제5군단사령부,미분류
육성-19년 예비군작전 기지국무전기 설치납품,LHR,육군 제37보병사단,미분류
엔진오일필터 등 88종 구매,SFM,제3170부대,3종
진공포장비닐 등 6종,SCF,해군군수사령부,미분류
네임펜 등 65종,SCF,해군군수사령부,미분류
물류관리용 라벨 등 30종,SCF,해군군수사령부,미분류
LED 스탠드 등 3종,SCH,해군작전사령부,4종
의료기재 30종 구매(19-38차),LFC,육군훈련소,미분류
19년 1철도대 경계용 CCTV 추가설치,MDK,국군수송사령부,7종
회로카드 조립체 등 7종,SCR,해군제3함대사령부,미분류
사원증 목걸이 등 2종 제작,SCQ,제9911부대,미분류
'19-4차 부대구매 의약품 구매(A-19153),LPG,제5보병사단,8종
00지역 방탄판 설치납품,LMG,제6군단사령부,미분류
컷팅매트 등 55종 구매,SCK,해군교육사령부,미분류
교육용 물소화기 20개 구매,SCK,해군교육사령부,미분류
레이다기지 도파관 설치납품,LNQ,제17보병사단,7종
육성지원품 통합구매(수통 등 5종),LQG,육군 52보병사단,2종
"유니온,파이프용 등 15종",SCF,해군군수사령부,4종
"모니터,텔레비전식 1종",SCF,해군군수사령부,2종
도서(밥보다 책 등 445종) 구매,SCK,해군교육사령부,10종
"도서 ""지쳤거나 좋아하는게 없거나"" 등 37종",SDG,제2002부대,10종
해상사격표적(풍선 등 5종),SCH,해군작전사령부,미분류
00부대 급수시설 개선 설치납품,LGR,제1288부대,4종
고압세척기 구매,SCL,해군사관학교,미분류
지게차 타이어 등 7종,SCN,제7001부대,9종
"19년 호송대대, 3철도대 경계용 CCTV 추가설치",MDK,국군수송사령부,7종
수술실 의료기재 구매(배설기 등 34종),MDJ,국군대전병원,미분류
콤비콤씨 등 11항목 구매(해파),LCF,육군군수사령부,미분류
19년 조사체계 SW 라이선스 구매,MCM,4284부대,미분류
"19-252,, 공병대대, 트레픽 페인트 등 4종",HDF,공군 제8전투비행단,4종
정보통신대대 보일러교체(설치납품),LHD,제21보병사단,미분류
동명부대 배추김치 등 17품목 구매,LCF,육군군수사령부,미분류
인쇄용지 4종 구매,UAC,국방출판지원단,2종
4분기 교육예산(교육장비/비품 등) 구매,LKQ,육군항공학교,2종
부대개편(3차) 및 취사식당(2차) 자산취득구매,LBB,육군제7789부대,미분류
정보분석장비 30종 구매(20196314-D),UMM,국군재정관리단,미분류
00지역 출입통제체계 구축사업(20196231-G),UMM,국군재정관리단,미분류
군악기(피콜로 등 35종) 구매(201963169-F),UMM,국군재정관리단,2종
차량 정비용 장비 구매설치(20197195-F),UMM,국군재정관리단,미분류
전기밥솥 등 2품목 구매,SFG,제9181부대,미분류
스테인리스 등 239품목 구매,SFG,제9181부대,미분류
블랙토너 등 57품목 구매,SFG,제9181부대,미분류
예초기 부품 등 230품목 구매,SFG,제9181부대,9종
수도병원 수변전설비(MCC),MDG,국군의무사령부,미분류
수도병원 수변전설비(분전반),MDG,국군의무사령부,4종
수도병원 수변전설비(발전기),MDG,국군의무사령부,미분류
동원훈련장 탄두회수함 제작설치,LNS,제55보병사단,미분류
책상L형외 7품목 제조 및 설치,HDM,공군제17전투비행단,2종
"하키,핸드볼 운동용품(압박테이프 등 19종)",MCT,국군체육부대,미분류
건전지 등 370종 구매,SCL,해군사관학교,2종
"바, 금속제 등 10종 구매(19-109)",SDQ,해군제2수리창,미분류
계룡대아파트 Full HD UTP CCTV 설치납품,MCS,국방부계룡대근무지원단,7종
철사망 등 22종 구매(19-108),SDQ,해군제2수리창,미분류
군사전략론 도서 등 244품목 구매,SFC,제9691부대,10종
자운대 체력단련장 락카옷장 제조설치,LKS,육군인사사령부,4종
자물쇠 등 95종 구매,SCL,해군사관학교,미분류
해드림아파트 가스보일러 설치납품,LNQ,제17보병사단,3종
쇠자 등 100종,SCG,해군본부,미분류
상무아파트 노후세대 도배장판 설치납품,LGH,육군상무대근무지원단,4종
시설소모품 구매(19-3),LDH,육군종합정비창,4종
00부대 내비게이션 등 차량 안전용품 설치납품,DSS,국군제1068부대,미분류
트램폴린 구매 설치(인사과),SFN,연평부대,미분류
2중코팅 현수막 천 등 23품목 구매,SFC,제9691부대,미분류
19-1차 의무 교육비품구매(정맥주사 실습모형 등 6종),MDJ,국군대전병원,2종
전관방송용앰프(600W) 구매,LPN,수도군단,미분류
통신공사 공사자재 구매,LNQ,제17보병사단,미분류
청운아파트 싱크대 제조설치납품,LMQ,제7297부대,미분류
LED전광판 제조 및 설치,HDM,공군제17전투비행단,4종
인바디 측정기 구매 및 설치,HDM,공군제17전투비행단,7종
디지털테스터기외 21품목 구매 및 설치,HDM,공군제17전투비행단,미분류
복사기외 7품목 구매 및 설치,HDM,공군제17전투비행단,미분류
커피잔세트외 19품목 구매 및 설치,HDM,공군제17전투비행단,미분류
거울(벽걸이)외 23품목 구매 및 설치,HDM,공군제17전투비행단,미분류
피크닉 테이블외 3품목 구매 및 설치,HDM,공군제17전투비행단,미분류
라이트외 13품목 구매,HDM,공군제17전투비행단,미분류
후반기 전산운영용품 구매,MCM,4284부대,2종
19년 공구상자류,EHD,물자계약팀,9종
"천봉연대, 무학대대 BTL 세탁기 구매",LHD,제21보병사단,미분류
‘19년 4/4분기 전산운영용품 구매,MDN,국군화생방방호사령부,2종
공병대대 굴삭기 방탄탑 제조 설치,LHD,제21보병사단,2종
니퍼 등 59품목 구매 납품,SFL,제3283부대,미분류
아비타 등 2품목 구매 납품,SFL,제3283부대,미분류
19-10-286 (배토사 등 2종 구매),HDL,공군제16전투비행단,미분류
숟가락 등 11품목 구매,SFG,제9181부대,미분류
정비용 등받이 등 19품목 구매,SFG,제9181부대,미분류
인쇄장비(전동포크리프트 등 3종) 구매,UMM,국군재정관리단,2종
