입찰명,카테고리
라파엘 크림 등 64종 구매,미분류
네임펜 등 178종 구매,미분류
종이 양면테이프 등 123종 구매,미분류
16-평-00함 전파흡수체(RAM) 시공 외주정비 용역,미분류
용융제강슬래그 등 3종 구매,미분류
넥마이크(120개) 구매,미분류
(16-209)작전몇편의시설유지비(벽체용판넬외 46품목),4종
"(16-214,215)타이어외 12품목",9종
도면 보관함 제조/ 구매,미분류
헌병바클 등 45종,미분류
고속상륙정(LSF-무레나) 추진제어장치 정비,미분류
'16년도 공군사관학교 생도 한민족 역사탐방 용역,미분류
비행종단체계지상통제장비,미분류
'16-ㅇㅇ학교 박물관 전시실 제작 설치,미분류
시안화나트륨등15종구매,미분류
탐지3호용 케이블조립체,4종
BTCS용 회로카드조립체 등(A),미분류
정비 환경 개선 비품,미분류
정비 환경 개선 비품,미분류
예비군 안보교육관 홍보물 제작,10종
VoIP 교환기 구축,미분류
격오지 독서카페(120동) 제조설치,미분류
휴대용 기상측정 장비셋 구매,미분류
PMS무전기 및 중계기 등 설치납품,2종
00부대 간부숙소 개수 관급자재(싱크대 등) 제조,미분류
00부대 간부숙소 개수 관급자재(창호 등) 제조,4종
영상편집기 등 4종 구매,10종
병영도서 740종 구매,10종
복사용지 등 60종 구매,미분류
시동모터 등 5종 구매,미분류
국유재산 경계표 제조,미분류
주소용 라벨 등 407품목,미분류
제빙기 등 2품목 (16-144호),미분류
내화캐비닛(4단)(16-156호),미분류
3공이동펀치등 405품목 구매,미분류
장비 고장예측 시스템 개발방안 기초연구 용역,미분류
15인승 고속단정(해군용),미분류
16년 40밀리 연습유탄,미분류
K1전차 변속기부품류(구매),7종
훈련용축사기류,미분류
어뢰회수용 보트,미분류
ATCIS 케이블조립체 등 16항목 제조(물품),4종
"장비커버류(기동,총포,통신)",미분류
JOHN AHN 국외소송 위임계약,미분류
방위사업청 5급 승진 역량평가제 도입·운영 방안,미분류
해군 동운동복,미분류
PRC-999K부품(구매),9종
타이어탈착기,9종
16년 발칸포가부 부품(일반부품),9종
멸균거즈 등 56항목 구매,8종
'16년 특수무기 케이블조립체류(일반),4종
사격장 무선송수신기 구매,미분류
객실 및 목욕탕 위생용품 72종 구매(연간 단가계약),미분류
상황실 구축용 전시기 등 13종 구매,미분류
00부대 UPS 축전지 등 4품목 제조 설치,2종
00병원 전동기제어반(동력반) 제조 설치,미분류
16-본-육-10 조명기구 제조,4종
00훈련장 음향장비 제조 설치,미분류
VoIP 교환기용 동보장치,미분류
보안전광판 제조 설치,미분류
부사관 후보생 피복류(19종) 제조,2종
00병원 수배전반 제조 설치,미분류
00부대 훈련(영화) 피복 22종 구매,2종
16년 IP교환기 도입사업(리스물건),미분류
Red Flag Alaska 전세항공 수송 용역,미분류
창조 12차 장비도입(일체형PC)사업 구매,2종
직접입영 신체검사 부분위탁 용역(4),미분류
오링 등 122품목,미분류
LYNX 항공기 시뮬레이터 유지보수 정비,4종
교도소 침대생산자재 2차 구매(부수소모자재),미분류
'16년 통신장비(PLT) 외주정비 용역,미분류
추어탕,미분류
통신 정밀측정장비 1항목 구매(물자),7종
"캠,제어용 등 52항목 제조(특무)",미분류
호스 뭉치 등 13항목 제조(특무),미분류
방수 카바 등 21항목 구매(특무),4종
00대대 무인감시카메라(CCTV) 유지보수 용역,미분류
'16-00빌 건립 간부 생활관 소방점검,미분류
도서(망각의 정원) 등 62종,10종
건전지 등 24종 구매,2종
16-00부대 전반기 물탱크 청소용역,미분류
'16-00부대 소방시설 종합 정밀점검 용역,미분류
허브 등 143종,미분류
냉장고 등 4종 구매,미분류
서치라이트 등 15종 구매,미분류
전직지원 기념품(머니클립) 제조 구매,10종
고압펌프 수리부속 구매(연평도),9종
5단 선반 등 219종 구매,미분류
액화석유가스(LPG) 구매,3종
샌드위치판넬 등 21종 구매,미분류
디스플레이 유닛 11EA 제조,미분류
피스톤 등 45종,미분류
함형별 3D 모델링 개발 용역,미분류
"방현재, 선박용 등 14종",미분류
덮개 1종,미분류
00부대 등 5개소 풋살경기장 인조잔디 제조설치,미분류
전직지원 기념품(머니클립) 제조 구매,10종
화포공장 호이스트크레인 제조설치,7종
2탄약창 제초 용역,미분류
8탄약창 제초 용역,미분류
5kw 발전기 유지부품,9종
"그릴,라디에이터용,차량용",7종
5691-1부대 컨테이너 제조설치납품,2종
폐휀다 해체 용역,미분류
00학교 남자 간호장교 간호복,미분류
영내케이블 교체공사(광전송 장비 제조설치),미분류
AGM-142 모의발사 훈련장비 유지보수,미분류
"6탄약창 탄약정비공장 신축 (수배전반,분전반)",4종
6탄약창 탄약정비공장 신축 (공기조화기),미분류
6탄약창 탄약정비공장 신축 (조명기구),4종
생산단 궤도펴기 기계 외주정비 용역,미분류
00부대 병영생활관 신축 테라죠타일 제조납품,4종
적군묘지 관리용역,미분류
00함 응결수 방지 청락/도장 용역,미분류
궤도장비 전장품류,미분류
오일필터 등 130종,9종
(16-075) 전자제품 등 5품목,미분류
147-모래 등 119종,4종
오디오 구매,미분류
소화설비기기(NAF S lll 등 3종) 제조설치,미분류
상용차량(승용차1800cc)구매,7종
의무기록물 DB구축사업,미분류
고속단정 예비모터,미분류
풋살경기장 4개소 신축 인조잔디 설치납품,미분류
22사단 복지시설 신축 컨테이너,2종
LED 상황판 제조설치,4종
특전여단 천마상 상징조형물 제작 / 설치,미분류
리버샬 플랩 등 12종 제조,미분류
해머류,미분류
교량부유식내부교절부품,9종
16년 항공기용 연막통,7종
유공압부품류,9종
항-16-033 약품 보관장 A등 19종,미분류
00부대 울타리 설치납품,미분류
원형탁자 등 4종,미분류
침대 등 4종,미분류
세라믹 인두기 등 292종,미분류
3단 서류꽃이 등 75품목 구매,미분류
`16-00부대 심폐소생술 마네킨 등 9종 구매,미분류
조16-방관사-35 방관사 근행과 런닝머신 구매,미분류
4차 시약 및 장비운용소모품 구매,미분류
스테플러 등 289종,미분류
경량빈 5개,미분류
위험물보관함 등 164종 구매,미분류
3/4분기 교육/실습재료비 구매,미분류
세면대수전 등 5종 구매,미분류
절연테이프 등 140종 구매,미분류
쪽삽 등 19종 구매,미분류
격별보수비 23차 물품구매,4종
볼밸브 등 50종 구매,4종
소변검사 키트 등 35품목 구매,미분류
특전여단 천마상 상징조형물 제작 / 설치,미분류
번호자물쇠 등 26품목,미분류
볼수거기 등 2품목 구매,미분류
케이블 등 30품목(복지운영과),4종
레이져프린터 토너 등 12종 구매,2종
LYNX 항공기 MODULATOR RADAR 정비,미분류
군숙소 보일러 40대 구매 설치,미분류
16-상층대기 분석장비 외주정비,미분류
M2 장간조립교 외주정비 용역(53-1차),미분류
2분기 전산용품 구매,2종
보드마카 등 701종,미분류
GOP 심정모터펌프 설치납품,미분류
GOP지역 냉난방기 수리용역,미분류
무한잉크 컬러프린터 임차사업,2종
(16-057) 접착제등 93품목,미분류
(16-045) 부품함등 40품목,9종
야채절단기외2종 구매,미분류
구리양극 조립체 등 6종,미분류
"밸브,버섯형,엔진용 등 6종",4종
"캡,튜브용 등 9종",미분류
"아연 양극,선체외부용,볼트체결식 1종",9종
"게이지,전해질 수위용 1종",미분류
"코드 어셈블리,탄성 등 2종",미분류
12포병 풋살경기장 인조잔디 설치납품,미분류
롤카펫트 구매,미분류
에폭시 프라이머 코팅키트 1종,미분류
잠수함 저주파 분석 훈련장비 유지보수 용역,미분류
신병교육 자산취득 물품구매,미분류
16-1차 전산운영용품 구매,2종
82정비대대 이동식주택 제조설치납품,미분류
포병여단 통신장비(앰프) 설치납품,미분류
16년 경계용 CCTV 추가설치,7종
16-1차 진지공사용 폐타이어 위탁 수송처리 용역,미분류
GOP 부스터펌프 설치납품,미분류
압력스위치 22바 등 2종,미분류
쓰레기봉투 등 79종,미분류
복사용지 등 220종,미분류
15수송대대 - 타이어(12R 22.5 16 AH25)외10종 구매,9종
해안경계 통합시스템 구축사업,미분류
폼필드 휀다 등 2종,미분류
개스킷 등 7종,미분류
OO함 솔개격납고 청락/도장 용역,미분류
스텐파이프 등 11종 구매,4종
화포부품류,7종
16년 점화휴즈,미분류
넉가래 등 192종,미분류
벤치프레스 등 4종,미분류
케이블조립체(통신장비용),미분류
방한모 등 2종 구매,미분류
"신형야전깔개/롤,주름형",미분류
작업대 등 2항목 구매(물자),미분류
BTCS용 디스플레이유닛 등,미분류
"스프링,원통형,압축 등 11항목 구매(궤도)",미분류
10차 의약품 부대구매,8종
모르타르(초속경성),미분류
운동용품 구매,미분류
16-공-디젤발전기 60KW 등 5종 제조설치,미분류
16-18년 CBT 유지보수 용역,미분류
인쇄물(사철둥근양장)제작 구매,10종
국방부 이전사업 식물매트,미분류
16년 PKO 분과회의 행사 대행,미분류
아웃도어용식량의 전투식량 활용 및 비축 타당성 연구,1종
인조잔디 설치납품,미분류
"포장상자,안정거울덮개 등 1항목 제조(궤도)",미분류
"튜브,레버조립체 등 65항목 구매(궤도)",미분류
비호 발전기류 정비,미분류
16-2차 지형분석재료 구매,미분류
폐토너통 등 48종,2종
"전동펌프, 유압식 등 6종 구매",미분류
배터리점프선 등 17종,9종
에어컨 등 7종(16-141),미분류
버스[44(45)인승] 2대 임차 용역,미분류
식기세척기 3대 임차 용역,미분류
울트라셋 등 52품목 (의무),미분류
야외교육용 알림판 1대 납품 설치,미분류
도서(만화경제상식사전) 등 613종,10종
칼라프린터잉크 등 55종,2종
흑백레이저프린터 토너 등 13종 구매,2종
밸브시트 등 16종 구매,4종
오븐받침대 등 6종 구매,미분류
유도부운동용품(락테이프 등 5품목),미분류
복사용지 등 49종 구매,미분류
`16년 육성지원자금 (벌목도 등11종),미분류
냉.온 정수기(8대) 임차 용역,미분류
핸드캠코드 추가 배터리등 3품목 (16-149호),9종
소토사등 2품목,미분류
영인본 제작 구매,미분류
발류트 케이싱 등 2종 구매,미분류
재생토너 등 105종,2종
"랜턴, 전기식 등 2종",미분류
로타리 스위치 등 27종,미분류
해외 전사적지 탐방 여행 업체 선정(중국),미분류
해외 전사적지 탐방 여행 업체 선정(베트남/캄보디아),미분류
공사 생도학사정보체계 서버교체사업,미분류
"00부대 급유기, 유류탱크 설치납품",미분류
정유기세트(연료유/윤활유),3종
자주포 하우징류,7종
"하우징, 속도조정기용",미분류
심장세동제거기 구매(물품),미분류
"렌치, 스패너용 등 73항목 구매(물자)",미분류
VRC-155KA부품,9종
삼각팬티,미분류
삼각팬티,미분류
삼각팬티,미분류
삼각팬티,미분류
이동식에어컨(5톤 확장식 밴용),미분류
장비대대-멀티트레일러-#97,7종
경계용 CCTV 제조 설치납품,7종
경계용 CCTV 제조 설치납품,7종
비례릴리프밸브 등 28종 구매,4종
BTCS용 회로카드조립체 등(B),미분류
풍향풍속계,미분류
용접복,미분류
16년 사격장 방송장비 시스템 설치납품,미분류
'16년 병상일지 및 비군인 참전자료 DB구축 용역,미분류
16년 전산장비 구매(PC),2종
전차포 사격장 모래구매,4종
작전용 헤드폰 구매,미분류
잠수장비세트 등 8종 구매,미분류
이동형 히터 구매,미분류
초음파 탐상기 구매,미분류
정보화 교육장 구축사업,미분류
취약점 진단 SW라이선스 연장,미분류
창조 12차 장비도입(데스크탑)사업 구매,미분류
창조 12차 장비도입(네트워크 장비교체 등) 사업 구매,2종
창조 12차 장비도입(주전산기 등) 사업 구매,2종
105밀리 목상자 등 9종 제조 납품,미분류
K계열전차 변속기 성능시험장비 제조설치,7종
16-P-간부숙소 경비용역,미분류
쇄석 등 58종,미분류
"쇠고리, 로프용 등 32항목 제조(기장)",미분류
"튜브 조립체,오일 여과기용 등 15항목 제조(궤도)",미분류
"핀,직선형,무두형 등 8항목 제조(궤도)",미분류
"볼트,기계용 등 91항목 구매(궤도)",9종
고속정전투복,미분류
악기(피아노 등) 구매설치,미분류
중 하중용 캐스터 회전식 6인치 등 29품목,미분류
해상사격표적(풍선 등 2종),미분류
해양기상관측장비 외주정비 용역,미분류
오일펌프 등 2종,미분류
해병_저유황경유(도서) 등 4종,3종
해병_저유황경유(도서) 등 4종,3종
해병_저유황경유(도서) 등 4종,3종
해병_저유황경유(도서) 등 4종,3종
렌즈 18-200 등 4종,미분류
